id,district,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
1642,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Oakland Unified),True,1175 E. 11th St.,225 11th St.,Long Beach,Oakland, 100.0,True
1643,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Alpine County Unified),True,1175 E. 11th St.,Woodfords,Long Beach,Markleeville, 100.0,True
1644,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (West Contra Costa Unified),True,1175 E. 11th St.,29 Sixth St.,Long Beach,Richmond, 100.0,True
1645,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Clovis Unified),True,1175 E. 11th St.,774 East Alluvial Ave.,Long Beach,Fresno, 100.0,True
1646,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Fresno Unified),True,1175 E. 11th St.,1100 Mono St.,Long Beach,Fresno, 100.0,True
1647,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Kings Canyon Joint Unified),True,1175 E. 11th St.,374 East North Ave.,Long Beach,Reedley, 100.0,True
1648,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Kingsburg Elementary Charter),True,1175 E. 11th St.,1900 Mariposa St.,Long Beach,Kingsburg, 100.0,True
1649,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Sanger Unified),True,1175 E. 11th St.,1700 14th St.,Long Beach,Sanger, 100.0,True
1650,Long Beach,Merged,Lincoln Elementary (Long Beach),Lincoln Elementary (Eureka City Elementary),True,1175 E. 11th St.,216 W. Harris St.,Long Beach,Eureka, 100.0,True
1651,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Eureka City Schools),True,1175 E. 11th St.,216 West Harris St.,Long Beach,Eureka, 100.0,True
1652,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (El Centro Elementary),True,1175 E. 11th St.,200 North Twelfth St.,Long Beach,El Centro, 100.0,True
1653,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Bakersfield City),True,1175 E. 11th St.,815 Eureka St.,Long Beach,Bakersfield, 100.0,True
1654,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Hanford Elementary),True,1175 E. 11th St.,832 South Harris St.,Long Beach,Hanford, 100.0,True
1655,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Bellflower Unified),True,1175 E. 11th St.,9553 E. Beach St.,Long Beach,Bellflower, 100.0,True
1656,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Burbank Unified),True,1175 E. 11th St.,330 N. Buena Vista St.,Long Beach,Burbank, 100.0,True
1657,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Compton Unified),True,1175 E. 11th St.,704 S. Tamarind Ave.,Long Beach,Compton, 100.0,True
1658,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Compton Unified),True,1175 E. 11th St.,1667 East 118th St.,Long Beach,Los Angeles, 100.0,True
1659,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Lancaster Elementary),True,1175 E. 11th St.,"44021 15th St., East",Long Beach,Lancaster, 100.0,True
1660,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Long Beach Unified),True,1175 E. 11th St.,1175 East 11th St.,Long Beach,Long Beach, 100.0,True
1661,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Lynwood Unified),True,1175 E. 11th St.,11031 State St.,Long Beach,Lynwood, 100.0,True
1662,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Pasadena Unified),True,1175 E. 11th St.,143 W. Peoria St.,Long Beach,Pasadena, 100.0,True
1663,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Pomona Unified),True,1175 E. 11th St.,1200 North Gordon St.,Long Beach,Pomona, 100.0,True
1664,Long Beach,Merged,Lincoln Elementary (Long Beach),Lincoln Elementary (Redondo Beach City Elementary),True,1175 E. 11th St.,2223 Plant Ave.,Long Beach,Redondo Beach, 100.0,True
1665,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Redondo Beach Unified),True,1175 E. 11th St.,2223 Plant Ave.,Long Beach,Redondo Beach, 100.0,True
1666,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Torrance Unified),True,1175 E. 11th St.,2418 West 166th St.,Long Beach,Torrance, 100.0,True
1667,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Madera Unified),True,1175 E. 11th St.,650 Liberty Ln.,Long Beach,Madera, 100.0,True
1668,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Salinas City Elementary),True,1175 E. 11th St.,705 California St.,Long Beach,Salinas, 100.0,True
1669,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Napa Valley Unified),True,1175 E. 11th St.,920 Yount St.,Long Beach,Napa, 100.0,True
1670,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Ontario-Montclair),True,1175 E. 11th St.,440 North Allyn Ave.,Long Beach,Ontario, 100.0,True
1671,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Ontario-Montclair),True,1175 E. 11th St.,440 North Allyn,Long Beach,Ontario, 100.0,True
1672,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (San Bernardino City Unified),True,1175 E. 11th St.,255 West 13th St.,Long Beach,San Bernardino, 100.0,True
1673,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Escondido Union),True,1175 E. 11th St.,1029 North Broadway,Long Beach,Escondido, 100.0,True
1674,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Lincoln Unified),True,1175 E. 11th St.,6910 N. Gettysburg Pl.,Long Beach,Stockton, 100.0,True
1675,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Lodi Unified),True,1175 E. 11th St.,815 W. Lockeford,Long Beach,Lodi, 100.0,True
1676,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Manteca Unified),True,1175 E. 11th St.,750 East Yosemite Ave.,Long Beach,Manteca, 100.0,True
1677,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Burlingame Elementary),True,1175 E. 11th St.,1801 Devereux Dr.,Long Beach,Burlingame, 100.0,True
1678,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Redwood City Elementary),True,1175 E. 11th St.,Whipple and Oakdale Ave.,Long Beach,Redwood City, 100.0,True
1679,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Santa Barbara Elementary),True,1175 E. 11th St.,119 E. Cota St.,Long Beach,Santa Barbara, 100.0,True
1680,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Vallejo City Unified),True,1175 E. 11th St.,620 Carolina St.,Long Beach,Vallejo, 100.0,True
1681,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Yuba City Unified),True,1175 E. 11th St.,1582 Lincoln Rd.,Long Beach,Yuba City, 100.0,True
1682,Long Beach,Merged,Lincoln Elementary (Long Beach),Lincoln Elementary (Dinuba Elementary),True,1175 E. 11th St.,850 N. Eaton Ave.,Long Beach,Dinuba, 100.0,True
1683,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Dinuba Unified),True,1175 E. 11th St.,850 North Eaton Ave.,Long Beach,Dinuba, 100.0,True
1684,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Exeter Unified),True,1175 E. 11th St.,333 South D St.,Long Beach,Exeter, 100.0,True
1685,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Lindsay Unified),True,1175 E. 11th St.,851 North Stanford Ave.,Long Beach,Lindsay, 100.0,True
1686,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Tulare City),True,1175 E. 11th St.,909 East Cedar Ave.,Long Beach,Tulare, 100.0,True
1687,Long Beach,Closed,Lincoln Elementary (Long Beach),Lincoln Elementary (Simi Valley Unified),True,1175 E. 11th St.,1220 Fourth St.,Long Beach,Simi Valley, 100.0,True
1688,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Ventura Unified),True,1175 E. 11th St.,1107 East Santa Clara St.,Long Beach,Ventura, 100.0,True
1689,Long Beach,,Lindbergh Middle (Long Beach),Lindbergh Middle,True,1022 E. Market St.,,Long Beach,,,False
1690,Long Beach,,Lindsey Middle (Long Beach),Lindsey Middle,True,5075 Daisy Ave.,,Long Beach,,,False
1691,Long Beach,Active,Long Beach School for Adults (Long Beach),Long Beach School for Adults,True,3701 E. Willow St.,3701 East Willow St.,Long Beach,Long Beach, 100.0,False
1692,Long Beach,Closed,Longfellow Elementary (Long Beach),Longfellow Elementary (Alameda Unified),True,3800 Olive Ave.,500 Pacific Ave.,Long Beach,Alameda, 100.0,True
1693,Long Beach,Closed,Longfellow Elementary (Long Beach),Longfellow Elementary (Oakland Unified),True,3800 Olive Ave.,3877 Lusk St.,Long Beach,Oakland, 100.0,True
1694,Long Beach,Active,Longfellow Elementary (Long Beach),Longfellow Elementary (Bakersfield City),True,3800 Olive Ave.,1900 Stockton St.,Long Beach,Bakersfield, 100.0,True
1695,Long Beach,Active,Longfellow Elementary (Long Beach),Longfellow Elementary (Compton Unified),True,3800 Olive Ave.,1101 South Dwight St.,Long Beach,Compton, 100.0,True
1696,Long Beach,Active,Longfellow Elementary (Long Beach),Longfellow Elementary (Long Beach Unified),True,3800 Olive Ave.,3800 Olive Ave.,Long Beach,Long Beach, 100.0,True
1697,Long Beach,Active,Longfellow Elementary (Long Beach),Longfellow Elementary (Whittier City Elementary),True,3800 Olive Ave.,6005 South Magnolia Ave.,Long Beach,Whittier, 100.0,True
1698,Long Beach,Active,Longfellow Elementary (Long Beach),Longfellow Elementary (Riverside Unified),True,3800 Olive Ave.,3610 Eucalyptus Ave.,Long Beach,Riverside, 100.0,True
1699,Long Beach,Active,Longfellow Elementary (Long Beach),Longfellow Elementary (San Francisco Unified),True,3800 Olive Ave.,755 Morse St.,Long Beach,San Francisco, 100.0,True
1700,Long Beach,Active,Los Cerritos Elementary (Long Beach),Los Cerritos Elementary (Long Beach Unified),True,515 W. San Antonio Dr.,515 West San Antonio Dr.,Long Beach,Long Beach, 100.0,True
1701,Long Beach,Closed,Los Cerritos Elementary (Long Beach),Los Cerritos Elementary (Tustin Unified),True,515 W. San Antonio Dr.,19061 Foothill Blvd.,Long Beach,Santa Ana, 100.0,True
1702,Long Beach,Active,Los Cerritos Elementary (Long Beach),Los Cerritos Elementary (South San Francisco Unified),True,515 W. San Antonio Dr.,210 West Orange Ave.,Long Beach,South San Francisco, 100.0,True
1703,Long Beach,Active,Lowell Elementary (Long Beach),Lowell Elementary (Fresno Unified),True,5201 E. Broadway,171 North Poplar Ave.,Long Beach,Fresno, 100.0,True
1704,Long Beach,Active,Lowell Elementary (Long Beach),Lowell Elementary (Long Beach Unified),True,5201 E. Broadway,5201 East Broadway,Long Beach,Long Beach, 100.0,True
1705,Long Beach,Active,Lowell Elementary (Long Beach),Lowell Elementary (Santa Ana Unified),True,5201 E. Broadway,700 South Flower St.,Long Beach,Santa Ana, 100.0,True
1706,Long Beach,Active,Lowell Elementary (Long Beach),Lowell Elementary (San Jose Unified),True,5201 E. Broadway,625 South Seventh St.,Long Beach,San Jose, 100.0,True
1707,Long Beach,Active,MacArthur Elementary (Long Beach),MacArthur Elementary,True,6011 Centralia,6011 Centralia St.,Lakewood,Lakewood, 100.0,False
1708,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (San Leandro Unified),True,2801 Bomberry,14751 Juniper St.,Lakewood,San Leandro, 100.0,True
1709,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Central Unified),True,2801 Bomberry,330 South Brawley Ave.,Lakewood,Fresno, 100.0,True
1710,Long Beach,Merged,Madison Elementary (Long Beach),Madison Elementary (Madison Elementary),True,2801 Bomberry,330 S. Brawley Ave.,Lakewood,Fresno, 100.0,True
1711,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Sanger Unified),True,2801 Bomberry,2324 Cherry St.,Lakewood,Sanger, 100.0,True
1712,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Long Beach Unified),True,2801 Bomberry,2801 Bomberry St.,Lakewood,Lakewood, 100.0,True
1713,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Los Angeles Unified),True,2801 Bomberry,9820 Madison Ave.,Lakewood,South Gate, 100.0,True
1714,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Pasadena Unified),True,2801 Bomberry,515 Ashtabula St.,Lakewood,Pasadena, 100.0,True
1715,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Pomona Unified),True,2801 Bomberry,351 West Phillips Blvd.,Lakewood,Pomona, 100.0,True
1716,Long Beach,Merged,Madison Elementary (Long Beach),Madison Elementary (Redondo Beach City Elementary),True,2801 Bomberry,2200 Mackay Ln.,Lakewood,Redondo Beach, 100.0,True
1717,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Redondo Beach Unified),True,2801 Bomberry,2200 MacKay Ln.,Lakewood,Redondo Beach, 100.0,True
1718,Long Beach,Merged,Madison Elementary (Long Beach),Madison Elementary (San Gabriel Elementary),True,2801 Bomberry,1340 E. Live Oak,Lakewood,San Gabriel, 100.0,True
1719,Long Beach,Closed,Madison Elementary (Long Beach),Madison Elementary (San Gabriel Unified),True,2801 Bomberry,1340 E. Live Oak,Lakewood,San Gabriel, 100.0,True
1720,Long Beach,Closed,Madison Elementary (Long Beach),Madison Elementary (Santa Monica-Malibu Unified),True,2801 Bomberry,1018 Arizona Ave.,Lakewood,Santa Monica, 100.0,True
1721,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Santa Ana Unified),True,2801 Bomberry,1124 East Hobart St.,Lakewood,Santa Ana, 100.0,True
1722,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Riverside Unified),True,2801 Bomberry,3635 Madison St.,Lakewood,Riverside, 100.0,True
1723,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Twin Rivers Unified),True,2801 Bomberry,5241 Harrison St.,Lakewood,North Highlands, 100.0,True
1724,Long Beach,Closed,Madison Elementary (Long Beach),Madison Elementary (San Francisco Unified),True,2801 Bomberry,3950 Sacramento St.,Lakewood,San Francisco, 100.0,True
1725,Long Beach,Active,Madison Elementary (Long Beach),Madison Elementary (Stockton Unified),True,2801 Bomberry,2939 Mission Rd.,Lakewood,Stockton, 100.0,True
1726,Long Beach,Closed,Mann Elementary (Long Beach),Mann Elementary (Burbank Unified),True,257 Coronado Ave.,3401 Scott Rd.,Long Beach,Burbank, 100.0,True
1727,Long Beach,Active,Mann Elementary (Long Beach),Mann Elementary (Long Beach Unified),True,257 Coronado Ave.,257 Coronado Ave.,Long Beach,Long Beach, 100.0,True
1728,Long Beach,Active,Marshall Middle (Long Beach),Marshall Middle (Pomona Unified),True,5870 E. Wardlow Rd.,1921 Arroyo Ave.,Long Beach,Pomona, 100.0,True
1729,Long Beach,Active,Marshall Middle (Long Beach),Marshall Middle (San Diego Unified),True,5870 E. Wardlow Rd.,9700 Avenue of Nations,Long Beach,San Diego, 100.0,True
1730,Long Beach,Closed,Marshall Middle (Long Beach),Marshall Middle (Stockton Unified),True,5870 E. Wardlow Rd.,1141 Lever Blvd.,Long Beach,Stockton, 100.0,True
1731,Long Beach,,McBride High School (Long Beach),McBride High School,True,7025 E. Parkcrest St.,,Long Beach,,,False
1732,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (San Leandro Unified),True,6822 Paramount Blvd.,2150 East 14th St.,Long Beach,San Leandro, 100.0,True
1733,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Gridley Unified),True,6822 Paramount Blvd.,1045 Sycamore St.,Long Beach,Gridley, 100.0,True
1734,Long Beach,Merged,McKinley Elementary (Long Beach),McKinley Elementary (Gridley Union Elementary),True,6822 Paramount Blvd.,1045 Sycamore St.,Long Beach,Gridley, 100.0,True
1735,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Central Unified),True,6822 Paramount Blvd.,4444 West McKinley Ave.,Long Beach,Fresno, 100.0,True
1736,Long Beach,Merged,McKinley Elementary (Long Beach),McKinley Elementary (McKinley-Roosevelt Union Eleme),True,6822 Paramount Blvd.,4444 W. Mckinley Ave.,Long Beach,Fresno, 100.0,True
1737,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (El Centro Elementary),True,6822 Paramount Blvd.,1177 North Eighth St.,Long Beach,El Centro, 100.0,True
1738,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Bakersfield City),True,6822 Paramount Blvd.,601 Fourth St.,Long Beach,Bakersfield, 100.0,True
1739,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Susanville Elementary),True,6822 Paramount Blvd.,2005 Fourth St.,Long Beach,Susanville, 100.0,True
1740,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Compton Unified),True,6822 Paramount Blvd.,14431 Stanford Ave.,Long Beach,Compton, 100.0,True
1741,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Long Beach Unified),True,6822 Paramount Blvd.,6822 Paramount Blvd.,Long Beach,Long Beach, 100.0,True
1742,Long Beach,Merged,McKinley Elementary (Long Beach),McKinley Elementary (San Gabriel Elementary),True,6822 Paramount Blvd.,1425 Manley Dr.,Long Beach,San Gabriel, 100.0,True
1743,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (San Gabriel Unified),True,6822 Paramount Blvd.,1425 Manley Dr.,Long Beach,San Gabriel, 100.0,True
1744,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Santa Monica-Malibu Unified),True,6822 Paramount Blvd.,2401 Santa Monica Blvd.,Long Beach,Santa Monica, 100.0,True
1745,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Redlands Unified),True,6822 Paramount Blvd.,645 West Olive Ave.,Long Beach,Redlands, 100.0,True
1746,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (San Diego Unified),True,6822 Paramount Blvd.,3045 Felton St.,Long Beach,San Diego, 100.0,True
1747,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (San Francisco Unified),True,6822 Paramount Blvd.,1025 14th St.,Long Beach,San Francisco, 100.0,True
1748,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Stockton Unified),True,6822 Paramount Blvd.,30 West Ninth St.,Long Beach,Stockton, 100.0,True
1749,Long Beach,Merged,McKinley Elementary (Long Beach),McKinley Elementary (Tracy Elementary),True,6822 Paramount Blvd.,800 W. Carlton Ave.,Long Beach,Tracy, 100.0,True
1750,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Tracy Joint Unified),True,6822 Paramount Blvd.,800 West Carlton Way,Long Beach,Tracy, 100.0,True
1751,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Burlingame Elementary),True,6822 Paramount Blvd.,701 Paloma Ave.,Long Beach,Burlingame, 100.0,True
1752,Long Beach,Active,McKinley Elementary (Long Beach),McKinley Elementary (Santa Barbara Unified),True,6822 Paramount Blvd.,350 Loma Alta Dr.,Long Beach,Santa Barbara, 100.0,True
