id,district,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
924,LAUSD,Active,Mar Vista Elementary (LAUSD),Mar Vista Elementary (Los Angeles Unified),True,3330 Granville Ave,3330 Granville Ave.,Los Angeles,Los Angeles, 100.0,True
925,LAUSD,Active,Mar Vista Elementary (LAUSD),Mar Vista Elementary (Pajaro Valley Unified),True,3330 Granville Ave,6860 Soquel Dr.,Los Angeles,Aptos, 100.0,True
926,LAUSD,Active,Mar Vista Elementary (LAUSD),Mar Vista Elementary (Ocean View),True,3330 Granville Ave,2382 Etting Rd.,Los Angeles,Oxnard, 100.0,True
927,LAUSD,Active,Marguerite Poindexter LaMotte Elementary (LAUSD),Marguerite Poindexter LaMotte Elementary,True,4410 Orchard Ave,4410 Orchard Ave.,Los Angeles,Los Angeles, 100.0,False
928,LAUSD,Active,Marianna Avenue Elementary (LAUSD),Marianna Avenue Elementary,True,4215 E Gleason St,4215 East Gleason St.,Los Angeles,Los Angeles, 100.0,False
929,LAUSD,,Marianna Avenue Elementary DL Two-Way Im Spanish (LAUSD),Marianna Avenue Elementary DL Two-Way Im Spanish,True,4215 E Gleason St,,Los Angeles,, 90.0,False
930,LAUSD,,Marina Del Rey Middle School (LAUSD),Marina Del Rey Middle School,True,12500 Braddock Dr,,Los Angeles,, 95.0,False
931,LAUSD,,Marina Del Rey Middle School Performing Arts Magnet (LAUSD),Marina Del Rey Middle School Performing Arts Magnet,True,12500 Braddock Dr,,Los Angeles,, 90.0,False
932,LAUSD,Active,Mariposa-Nabi Primary Center (LAUSD),Mariposa-Nabi Primary Center,True,987 S Mariposa Ave,987 South Mariposa Ave.,Los Angeles,Los Angeles, 100.0,False
933,LAUSD,,Mark Twain Middle School (LAUSD),Mark Twain Middle School,True,2224 Walgrove Ave,,Los Angeles,, 95.0,False
934,LAUSD,,Mark Twain Middle School World Languages Magnet (LAUSD),Mark Twain Middle School World Languages Magnet,True,2224 Walgrove Ave,,Los Angeles,, 90.0,False
935,LAUSD,,Marlton School (LAUSD),Marlton School,True,4000 Santo Tomas Dr,,Los Angeles,, 90.0,False
936,LAUSD,Active,Marquez Charter (LAUSD),Marquez Charter,True,16821 Marquez Ave,16821 Marquez Ave.,Pacific Palisades,Pacific Palisades, 100.0,False
937,LAUSD,Active,Martha Escutia Primary Center (LAUSD),Martha Escutia Primary Center,True,6401 Bear Ave,6401 Bear Ave.,Bell,Bell, 100.0,False
938,LAUSD,,Martin Luther King Jr El DL Two-Way Im Spanish (LAUSD),Martin Luther King Jr El DL Two-Way Im Spanish,True,3989 S Hobart Blvd,,Los Angeles,, 90.0,False
939,LAUSD,Active,Martin Luther King Jr Elementary (LAUSD),Martin Luther King Jr Elementary (El Centro Elementary),True,3989 S Hobart Blvd,1950 Villa Ave.,Los Angeles,El Centro, 100.0,True
940,LAUSD,Active,Martin Luther King Jr Elementary (LAUSD),Martin Luther King Jr Elementary (Hanford Elementary),True,3989 S Hobart Blvd,820 Hume Ave.,Los Angeles,Hanford, 100.0,True
941,LAUSD,Active,Martin Luther King Jr Elementary (LAUSD),Martin Luther King Jr Elementary (Los Angeles Unified),True,3989 S Hobart Blvd,3989 South Hobart Blvd.,Los Angeles,Los Angeles, 100.0,True
942,LAUSD,Active,Martin Luther King Jr Elementary (LAUSD),Martin Luther King Jr Elementary (Santa Ana Unified),True,3989 S Hobart Blvd,1001 South Graham Ln.,Los Angeles,Santa Ana, 100.0,True
943,LAUSD,Active,Marvin Elementary (LAUSD),Marvin Elementary (Los Angeles Unified),True,2411 Marvin Ave,2411 Marvin Ave.,Los Angeles,Los Angeles, 100.0,True
944,LAUSD,Active,Marvin Elementary (LAUSD),Marvin Elementary (San Diego Unified),True,2411 Marvin Ave,5720 Brunswick Ave.,Los Angeles,San Diego, 100.0,True
945,LAUSD,,Marvin Elementary Language Magnet (LAUSD),Marvin Elementary Language Magnet,True,2411 Marvin Ave,,Los Angeles,, 90.0,False
946,LAUSD,,Mary McLeod Bethune Middle School (LAUSD),Mary McLeod Bethune Middle School,True,155 W 69th St,,Los Angeles,, 95.0,False
947,LAUSD,,Mary McLeod Bethune Middle School Science/Tech/Math Magnet (LAUSD),Mary McLeod Bethune Middle School Science/Tech/Math Magnet,True,155 W 69th St,,Los Angeles,, 90.0,False
948,LAUSD,Active,Maurice Sendak Elementary (LAUSD),Maurice Sendak Elementary,True,11414 W Tiara St,11414 West Tiara St.,North Hollywood,North Hollywood, 100.0,False
949,LAUSD,,Maurice Sendak Elementary Arts/Comm/Technology Magnet (LAUSD),Maurice Sendak Elementary Arts/Comm/Technology Magnet,True,11414 W Tiara St,,North Hollywood,, 90.0,False
950,LAUSD,,Mayall Street Academy of Arts/Technology Magnet (LAUSD),Mayall Street Academy of Arts/Technology Magnet,True,16701 Mayall St,,North Hills,,,False
951,LAUSD,Active,Mayberry Street Elementary (LAUSD),Mayberry Street Elementary,True,2414 Mayberry St,2414 Mayberry St.,Los Angeles,Los Angeles, 100.0,False
952,LAUSD,,Mayberry Street Elementary DL Two-Way Im Spanish (LAUSD),Mayberry Street Elementary DL Two-Way Im Spanish,True,2414 Mayberry St,,Los Angeles,, 90.0,False
953,LAUSD,,Maywood Academy Senior High (LAUSD),Maywood Academy Senior High,True,6125 Pine Ave,,Maywood,, 95.0,False
954,LAUSD,,Maywood Center for Enriched Studies (MaCES) Magnet (LAUSD),Maywood Center for Enriched Studies (MaCES) Magnet,True,5800 King Ave,,Maywood,, 95.0,False
955,LAUSD,,Maywood Elementary Computer Science Magnet (LAUSD),Maywood Elementary Computer Science Magnet,True,5200 Cudahy Ave,,Maywood,, 90.0,False
956,LAUSD,,Maywood Elementary School (LAUSD),Maywood Elementary School,True,5200 Cudahy Ave,,Maywood,, 95.0,False
957,LAUSD,Active,McKinley Avenue Elementary (LAUSD),McKinley Avenue Elementary,True,7812 Mc Kinley Ave,7812 McKinley Ave.,Los Angeles,Los Angeles, 100.0,False
958,LAUSD,,Melrose Avenue Elementary Math/Science/Technology Magnet (LAUSD),Melrose Avenue Elementary Math/Science/Technology Magnet,True,731 N Detroit St,,Los Angeles,, 90.0,False
959,LAUSD,Active,Melvin Avenue Elementary (LAUSD),Melvin Avenue Elementary,True,7700 Melvin Ave,7700 Melvin Ave.,Reseda,Reseda, 100.0,False
960,LAUSD,,Melvin Avenue Elementary Humanities/Leadership Magnet (LAUSD),Melvin Avenue Elementary Humanities/Leadership Magnet,True,7700 Melvin Ave,,Reseda,, 90.0,False
961,LAUSD,Active,Menlo Avenue Elementary (LAUSD),Menlo Avenue Elementary,True,4156 Menlo Ave,4156 Menlo Ave.,Los Angeles,Los Angeles, 100.0,False
962,LAUSD,,Menlo Avenue Elementary DL Two-Way Im Spanish (LAUSD),Menlo Avenue Elementary DL Two-Way Im Spanish,True,4156 Menlo Ave,,Los Angeles,, 90.0,False
963,LAUSD,,Mervyn M Dymally Senior High (LAUSD),Mervyn M Dymally Senior High,True,8800 S San Pedro St,,Los Angeles,, 95.0,False
964,LAUSD,,Mervyn M Dymally SH Biomed Science/Research Magnet (LAUSD),Mervyn M Dymally SH Biomed Science/Research Magnet,True,8800 S San Pedro St,,Los Angeles,,,False
965,LAUSD,,Metropolitan Continuation High (LAUSD),Metropolitan Continuation High,True,727 S Wilson St,,Los Angeles,, 95.0,False
966,LAUSD,Active,Meyler Street Elementary (LAUSD),Meyler Street Elementary,True,1123 W 223rd St,1123 West 223rd St.,Torrance,Torrance, 100.0,False
967,LAUSD,,Meyler Street Elementary DL Two-Way Im Spanish (LAUSD),Meyler Street Elementary DL Two-Way Im Spanish,True,1123 W 223rd St,,Torrance,, 90.0,False
968,LAUSD,,Michelle Obama Elementary School (LAUSD),Michelle Obama Elementary School,True,8150 Cedros Ave,,Panorama City,, 95.0,False
969,LAUSD,,Micheltorena Street DL Two-Way Im Spanish (LAUSD),Micheltorena Street DL Two-Way Im Spanish,True,1511 Micheltorena St,,Los Angeles,,,False
970,LAUSD,Active,Micheltorena Street Elementary (LAUSD),Micheltorena Street Elementary,True,1511 Micheltorena St,1511 Micheltorena St.,Los Angeles,Los Angeles, 100.0,False
971,LAUSD,Active,Mid-City's Prescott School of Enriched Sciences (LAUSD),Mid-City's Prescott School of Enriched Sciences,True,3150 W Adams Blvd,3150 West Adams Blvd.,Los Angeles,Los Angeles, 100.0,False
972,LAUSD,,Middle College High School (LAUSD),Middle College High School,True,1600 Imperial Hwy Bldg 16,,Los Angeles,, 95.0,False
973,LAUSD,Active,Middleton Street Elementary (LAUSD),Middleton Street Elementary,True,6537 Malabar St,6537 Malabar St.,Huntington Park,Huntington Park, 100.0,False
974,LAUSD,,Middleton Street Primary Center (LAUSD),Middleton Street Primary Center,True,2410 Zoe Ave,,Huntington Park,, 95.0,False
975,LAUSD,,Miguel Contreras Learning Complex - Acdemic Ldrshp Community (LAUSD),Miguel Contreras Learning Complex - Acdemic Ldrshp Community,True,322 Lucas Ave,,Los Angeles,,,False
976,LAUSD,,Miguel Contreras Learning Complex - Business and Tourism (LAUSD),Miguel Contreras Learning Complex - Business and Tourism,True,322 S Lucas Ave,,Los Angeles,,,False
977,LAUSD,,Miguel Contreras Learning Complex - LA Sch of Global Studies (LAUSD),Miguel Contreras Learning Complex - LA Sch of Global Studies,True,322 S Lucas Ave,,Los Angeles,,,False
978,LAUSD,,Miguel Contreras Learning Complex - School of Social Justice (LAUSD),Miguel Contreras Learning Complex - School of Social Justice,True,322 S Lucas Ave,,Los Angeles,,,False
979,LAUSD,Active,Miles Avenue Elementary (LAUSD),Miles Avenue Elementary,True,6720 Miles Ave,6720 Miles Ave.,Huntington Park,Huntington Park, 100.0,False
980,LAUSD,,Miles Avenue Elementary DL Two-Way Im Spanish (LAUSD),Miles Avenue Elementary DL Two-Way Im Spanish,True,6720 Miles Ave,,Huntington Park,, 90.0,False
981,LAUSD,,Miles Avenue Elementary Science/Tech/Math Magnet (LAUSD),Miles Avenue Elementary Science/Tech/Math Magnet,True,6720 Miles Ave,,Huntington Park,, 90.0,False
982,LAUSD,Closed,Miramonte Elementary (LAUSD),Miramonte Elementary (Clovis Unified),True,1400 E 68th St,7171 N. Sugarpine,Los Angeles,Pinedale, 100.0,True
983,LAUSD,Active,Miramonte Elementary (LAUSD),Miramonte Elementary (Clovis Unified),True,1400 E 68th St,1590 Bellaire Ave.,Los Angeles,Clovis, 100.0,True
984,LAUSD,Closed,Miramonte Elementary (LAUSD),Miramonte Elementary (Kings Canyon Joint Unified),True,1400 E 68th St,45912 Orchard Dr.,Los Angeles,Miramonte, 100.0,True
985,LAUSD,Active,Miramonte Elementary (LAUSD),Miramonte Elementary (Los Angeles Unified),True,1400 E 68th St,1400 East 68th St.,Los Angeles,Los Angeles, 100.0,True
986,LAUSD,Active,Miramonte Elementary (LAUSD),Miramonte Elementary (Mountain View Elementary),True,1400 E 68th St,10620 Schmidt Rd.,Los Angeles,El Monte, 100.0,True
987,LAUSD,,Miramonte Elementary DL Two-Way Im Spanish (LAUSD),Miramonte Elementary DL Two-Way Im Spanish,True,1400 E 68th St,,Los Angeles,, 90.0,False
988,LAUSD,,Mission Continuation High (LAUSD),Mission Continuation High,True,11015 O'Melveny Ave,,San Fernando,, 95.0,False
989,LAUSD,,Moneta Continuation High (LAUSD),Moneta Continuation High,True,17951 S Budlong Ave,,Gardena,, 95.0,False
990,LAUSD,Active,Montara Avenue Elementary (LAUSD),Montara Avenue Elementary,True,10018 Montara Ave,10018 Montara Ave.,South Gate,South Gate, 100.0,False
991,LAUSD,,Montara Avenue Elementary DL Two-Way Im Spanish (LAUSD),Montara Avenue Elementary DL Two-Way Im Spanish,True,10018 Montara Ave,,South Gate,, 90.0,False
992,LAUSD,,Montara Avenue Elementary Science/Tech/Math Magnet (LAUSD),Montara Avenue Elementary Science/Tech/Math Magnet,True,10018 Montara Ave,,South Gate,, 90.0,False
993,LAUSD,Active,Monte Vista Street Elementary (LAUSD),Monte Vista Street Elementary,True,5423 Monte Vista St,5423 Monte Vista St.,Los Angeles,Los Angeles, 100.0,False
994,LAUSD,,Monte Vista Street Elementary Film/Comm Magnet (LAUSD),Monte Vista Street Elementary Film/Comm Magnet,True,5423 Monte Vista St,,Los Angeles,, 90.0,False
995,LAUSD,,Monterey Continuation High (LAUSD),Monterey Continuation High,True,466 S Fraser Ave,,Los Angeles,, 95.0,False
996,LAUSD,Active,Morningside Elementary (LAUSD),Morningside Elementary (Los Angeles Unified),True,576 N Maclay Ave,576 North Maclay Ave.,San Fernando,San Fernando, 100.0,True
997,LAUSD,Active,Morningside Elementary (LAUSD),Morningside Elementary (Garden Grove Unified),True,576 N Maclay Ave,10521 Morningside Dr.,San Fernando,Garden Grove, 100.0,True
998,LAUSD,,Morris K Hamasaki El Medical/Science Magnet (LAUSD),Morris K Hamasaki El Medical/Science Magnet,True,4865 E 1st St,,Los Angeles,,,False
999,LAUSD,,Morris K Hamasaki Medical/Science Magnet (LAUSD),Morris K Hamasaki Medical/Science Magnet,True,4865 E First St,,Los Angeles,,,False
1000,LAUSD,,Mount Gleason Middle School (LAUSD),Mount Gleason Middle School,True,10965 Mt Gleason Ave,,Sunland,,,False
1001,LAUSD,,Mount Gleason Middle School Gifted Magnet (LAUSD),Mount Gleason Middle School Gifted Magnet,True,10965 Mt Gleason Ave,,Sunland,,,False
1002,LAUSD,,Mount Gleason Middle School STEAM Magnet (LAUSD),Mount Gleason Middle School STEAM Magnet,True,10965 Mt Gleason Ave,,Sunland,,,False
1003,LAUSD,,Mount Lukens Continuation High (LAUSD),Mount Lukens Continuation High,True,7705 Summitrose St,,Tujunga,, 90.0,False
1004,LAUSD,,Mount Washington Elementary (LAUSD),Mount Washington Elementary,True,3981 San Rafael Ave,,Los Angeles,, 95.0,False
1005,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Mt. Diablo Unified),True,6410 Olcott St,1705 Thornwood Dr.,Tujunga,Concord, 100.0,True
1006,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Clovis Unified),True,6410 Olcott St,2002 East Alluvial Ave.,Tujunga,Fresno, 100.0,True
1007,LAUSD,Closed,Mountain View Elementary (LAUSD),Mountain View Elementary (Azusa Unified),True,6410 Olcott St,201 North Vernon Ave.,Tujunga,Azusa, 100.0,True
1008,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Claremont Unified),True,6410 Olcott St,851 Santa Clara Ave.,Tujunga,Claremont, 100.0,True
1009,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Los Angeles Unified),True,6410 Olcott St,6410 Olcott St.,Tujunga,Tujunga, 100.0,True
1010,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Riverside Unified),True,6410 Olcott St,6180 Streeter Ave.,Tujunga,Riverside, 100.0,True
1011,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Mountain View Elementary),True,6410 Olcott St,2825 Walnut St.,Tujunga,Ontario, 100.0,True
1012,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Goleta Union Elementary),True,6410 Olcott St,5465 Queen Anne Ln.,Tujunga,Santa Barbara, 100.0,True
1013,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Visalia Unified),True,6410 Olcott St,2021 South Encina,Tujunga,Visalia, 100.0,True
1014,LAUSD,Active,Mountain View Elementary (LAUSD),Mountain View Elementary (Simi Valley Unified),True,6410 Olcott St,2925 Fletcher Ave.,Tujunga,Simi Valley, 100.0,True
1015,LAUSD,,Mountain View Elementary DL Two-Way Im Armenian (LAUSD),Mountain View Elementary DL Two-Way Im Armenian,True,6410 Olcott St,,Tujunga,, 90.0,False
1016,LAUSD,Active,Multnomah Street Elementary (LAUSD),Multnomah Street Elementary,True,2101 N Indiana Ave,2101 North Indiana Ave.,Los Angeles,Los Angeles, 100.0,False
1017,LAUSD,,Multnomah Street Elementary Environmental/Science Magnet (LAUSD),Multnomah Street Elementary Environmental/Science Magnet,True,2101 N Indiana Ave,,Los Angeles,, 90.0,False
1018,LAUSD,,Multnomah Street Elementary Gifted Magnet (LAUSD),Multnomah Street Elementary Gifted Magnet,True,2101 N Indiana Ave,,Los Angeles,, 90.0,False
1019,LAUSD,Active,Murchison Street Elementary (LAUSD),Murchison Street Elementary,True,1501 Murchison St,1501 Murchison St.,Los Angeles,Los Angeles, 100.0,False
1020,LAUSD,Active,Napa Street Elementary (LAUSD),Napa Street Elementary,True,19010 Napa St,19010 Napa St.,Northridge,Northridge, 100.0,False
1021,LAUSD,,Napa Street Elementary DL Two-Way Im Spanish (LAUSD),Napa Street Elementary DL Two-Way Im Spanish,True,19010 Napa St,,Northridge,, 90.0,False
1022,LAUSD,,Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles (LAUSD),Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles,True,24300 Western Ave,,Harbor City,, 90.86956521739131,False
1023,LAUSD,Active,Nathaniel Narbonne Senior High (LAUSD),Nathaniel Narbonne Senior High,True,24300 S Western Ave,24300 Western Ave.,Harbor City,Harbor City, 100.0,False
1024,LAUSD,,Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet (LAUSD),Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet,True,24300 S Western Ave,,Harbor City,, 90.0,False
1025,LAUSD,,Nathaniel Narbonne Senior High STEAM Magnet (LAUSD),Nathaniel Narbonne Senior High STEAM Magnet,True,24300 S Western Ave,,Harbor City,, 95.0,False
1026,LAUSD,Active,Nava College Preparatory Academy (LAUSD),Nava College Preparatory Academy,True,1319 E 41st St,1319 East 41st St.,Los Angeles,Los Angeles, 100.0,False
1027,LAUSD,Active,Nestle Avenue Charter (LAUSD),Nestle Avenue Charter,True,5060 Nestle Ave,5060 Nestle Ave.,Tarzana,Tarzana, 100.0,False
1028,LAUSD,Active,Nevada Avenue Elementary (LAUSD),Nevada Avenue Elementary,True,22120 Chase St,22120 Chase St.,West Hills,West Hills, 100.0,False
1029,LAUSD,,Nevada Avenue Elementary DL Two-Way Im Spanish (LAUSD),Nevada Avenue Elementary DL Two-Way Im Spanish,True,22120 Chase St,,West Hills,, 90.0,False
1030,LAUSD,Active,Nevin Avenue Elementary (LAUSD),Nevin Avenue Elementary,True,1569 E 32nd St,1569 East 32nd St.,Los Angeles,Los Angeles, 100.0,False
1031,LAUSD,,Newcastle Elementary School (LAUSD),Newcastle Elementary School,True,6520 Newcastle Ave,,Reseda,, 95.0,False
1032,LAUSD,Active,Noble Avenue Elementary (LAUSD),Noble Avenue Elementary,True,8329 Noble Ave,8329 Noble Ave.,North Hills,North Hills, 100.0,False
1033,LAUSD,Active,Nora Sterry Elementary (LAUSD),Nora Sterry Elementary,True,1730 Corinth Ave,1730 Corinth Ave.,Los Angeles,Los Angeles, 100.0,False
1034,LAUSD,Active,Normandie Avenue Elementary (LAUSD),Normandie Avenue Elementary,True,4505 S Raymond Ave,4505 South Raymond Ave.,Los Angeles,Los Angeles, 100.0,False
1035,LAUSD,,Normandie Avenue Elementary DL Two-Way Im Spanish (LAUSD),Normandie Avenue Elementary DL Two-Way Im Spanish,True,4505 S Raymond Ave,,Los Angeles,, 90.0,False
1036,LAUSD,Active,Normont Elementary (LAUSD),Normont Elementary,True,1001 W 253rd St,1001 West 253rd St.,Harbor City,Harbor City, 100.0,False
1037,LAUSD,,Normont Elementary DL Two-Way Im Spanish (LAUSD),Normont Elementary DL Two-Way Im Spanish,True,1001 W 253rd St,,Harbor City,, 90.0,False
1038,LAUSD,Active,North Hollywood Senior High (LAUSD),North Hollywood Senior High,True,5231 Colfax Ave,5231 Colfax Ave.,North Hollywood,North Hollywood, 100.0,False
1039,LAUSD,,North Hollywood Senior High Highly Gifted Magnet (LAUSD),North Hollywood Senior High Highly Gifted Magnet,True,5231 Colfax Ave,,North Hollywood,, 90.0,False
1040,LAUSD,,North Hollywood Senior High LA Zoo/Biological Science Magnet (LAUSD),North Hollywood Senior High LA Zoo/Biological Science Magnet,True,5231 Colfax Ave,,North Hollywood,, 90.0,False
1041,LAUSD,,North Hollywood Senior High STEM Magnet (LAUSD),North Hollywood Senior High STEM Magnet,True,5231 Colfax Ave,,North Hollywood,, 95.0,False
1042,LAUSD,,Northridge Academy Senior High (LAUSD),Northridge Academy Senior High,True,9601 Zelzah Ave,,Northridge,, 95.0,False
1043,LAUSD,,Northridge Middle Medical Health Careers Magnet (LAUSD),Northridge Middle Medical Health Careers Magnet,True,17960 Chase St,,Northridge,, 90.0,False
1044,LAUSD,,Northridge Middle School (LAUSD),Northridge Middle School,True,17960 Chase St,,Northridge,, 95.0,False
1045,LAUSD,Active,Norwood Street Elementary (LAUSD),Norwood Street Elementary,True,2020 Oak St,2020 Oak St.,Los Angeles,Los Angeles, 100.0,False
1046,LAUSD,Active,Nueva Vista Elementary (LAUSD),Nueva Vista Elementary,True,4412 Randolph St,4412 Randolph St.,Bell,Bell, 100.0,False
1047,LAUSD,,Nueva Vista Elementary Visual and Performing Arts Magnet (LAUSD),Nueva Vista Elementary Visual and Performing Arts Magnet,True,4412 Randolph St,,Bell,, 90.0,False
1048,LAUSD,,Odyssey Continuation High (LAUSD),Odyssey Continuation High,True,8693 Dearborn Ave,,South Gate,, 95.0,False
1049,LAUSD,,Olive Vista Middle School (LAUSD),Olive Vista Middle School,True,14600 Tyler St,,Sylmar,, 95.0,False
1050,LAUSD,,Olive Vista Middle School STEAM Magnet (LAUSD),Olive Vista Middle School STEAM Magnet,True,14600 Tyler St,,Sylmar,, 90.0,False
1051,LAUSD,,Oliver Wendell Holmes Middle School (LAUSD),Oliver Wendell Holmes Middle School,True,9351 Paso Robles Ave,,Northridge,, 95.0,False
1052,LAUSD,,Oliver Wendell Holmes MS International Humanities Magnet (LAUSD),Oliver Wendell Holmes MS International Humanities Magnet,True,9351 Paso Robles Ave,,Northridge,,,False
1053,LAUSD,Active,Olympic Primary Center (LAUSD),Olympic Primary Center,True,950 S Albany St,950 South Albany St.,Los Angeles,Los Angeles, 100.0,False
1054,LAUSD,Active,O'Melveny Elementary (LAUSD),O'Melveny Elementary,True,728 Woodworth St,728 Woodworth St.,San Fernando,San Fernando, 100.0,False
1055,LAUSD,Active,Open Charter Magnet (LAUSD),Open Charter Magnet,True,5540 W 77th St,5540 West 77th St.,Los Angeles,Los Angeles, 100.0,False
1056,LAUSD,Active,Orchard Academies 2B (LAUSD),Orchard Academies 2B,True,6411 Orchard Ave,6411 Orchard Ave.,Bell,Bell, 100.0,False
1057,LAUSD,Active,Orchard Academies 2C (LAUSD),Orchard Academies 2C,True,6411 Orchard Ave,6411 Orchard Ave.,Bell,Bell, 100.0,False
1058,LAUSD,,Orthopaedic Hospital Senior High Medical Magnet (LAUSD),Orthopaedic Hospital Senior High Medical Magnet,True,300 W 23rd St,,Los Angeles,, 90.0,False
1059,LAUSD,Active,Orville Wright Engineering and Design Magnet (LAUSD),Orville Wright Engineering and Design Magnet,True,6550 W 80th St,6550 West 80th St.,Los Angeles,Los Angeles, 100.0,False
1060,LAUSD,,Orville Wright Gifted Magnet (LAUSD),Orville Wright Gifted Magnet,True,6550 W 80th St,,Los Angeles,,,False
1061,LAUSD,Active,Osceola Street Elementary (LAUSD),Osceola Street Elementary,True,14940 Osceola St,14940 Osceola St.,Sylmar,Sylmar, 100.0,False
1062,LAUSD,Active,Overland Avenue Elementary (LAUSD),Overland Avenue Elementary,True,10650 Ashby Ave,10650 Ashby Ave.,Los Angeles,Los Angeles, 100.0,False
1063,LAUSD,,Owensmouth Continuation High (LAUSD),Owensmouth Continuation High,True,6921 Jordan Ave,,Canoga Park,, 95.0,False
1064,LAUSD,Active,Oxnard Street Elementary (LAUSD),Oxnard Street Elementary,True,10912 Oxnard St,10912 Oxnard St.,North Hollywood,North Hollywood, 100.0,False
1065,LAUSD,,Pacific Boulevard School (LAUSD),Pacific Boulevard School,True,2660 E 57th St,,Huntington Pk,, 95.0,False
1066,LAUSD,,Pacific Boulevard School DL Two-Way Im Spanish (LAUSD),Pacific Boulevard School DL Two-Way Im Spanish,True,5714 Pacific Blvd,,Huntington Pk,, 90.0,False
1067,LAUSD,,Pacoima Middle School (LAUSD),Pacoima Middle School,True,9919 Laurel Canyon Blvd,,Pacoima,, 90.0,False
1068,LAUSD,,Pacoima Middle School Computer Science/Math Magnet (LAUSD),Pacoima Middle School Computer Science/Math Magnet,True,9919 Laurel Canyon Blvd,,Pacoima,, 90.0,False
1069,LAUSD,,Pacoima Middle School Film/Media/Perf Arts Magnet (LAUSD),Pacoima Middle School Film/Media/Perf Arts Magnet,True,9919 Laurel Canyon Blvd,,Pacoima,, 90.0,False
1070,LAUSD,Active,Palisades Charter Elementary (LAUSD),Palisades Charter Elementary,True,800 Via De La Paz,800 Via de La Paz,Pacific Palisades,Pacific Palisades, 100.0,False
1071,LAUSD,Active,Palms Elementary (LAUSD),Palms Elementary (ABC Unified),True,3520 Motor Ave,12445 East 207th St.,Los Angeles,Lakewood, 100.0,True
1072,LAUSD,Active,Palms Elementary (LAUSD),Palms Elementary (Los Angeles Unified),True,3520 Motor Ave,3520 Motor Ave.,Los Angeles,Los Angeles, 100.0,True
1073,LAUSD,Active,Palms Elementary (LAUSD),Palms Elementary (Perris Elementary),True,3520 Motor Ave,255 East Jarvis,Los Angeles,Perris, 100.0,True
1074,LAUSD,,Palms Middle School (LAUSD),Palms Middle School,True,10860 Woodbine St,,Los Angeles,, 90.0,False
1075,LAUSD,,Palms Middle School Gifted Magnet (LAUSD),Palms Middle School Gifted Magnet,True,10860 Woodbine St,,Los Angeles,, 90.0,False
1076,LAUSD,,Palms Middle School Modern Media/Comm Magnet (LAUSD),Palms Middle School Modern Media/Comm Magnet,True,10860 Woodbine St,,Los Angeles,, 90.0,False
1077,LAUSD,Active,Panorama City Elementary (LAUSD),Panorama City Elementary,True,8600 Kester Ave,8600 Kester Ave.,Panorama City,Panorama City, 100.0,False
1078,LAUSD,,Panorama Senior High (LAUSD),Panorama Senior High,True,8015 Van Nuys Bl,,Panorama City,,,False
1079,LAUSD,,Panorama Senior High Gifted STEAM Magnet (LAUSD),Panorama Senior High Gifted STEAM Magnet,True,8015 Van Nuys Bl,,Panorama City,,,False
1080,LAUSD,,Panorama Senior High Social Justice/Lead Magnet (LAUSD),Panorama Senior High Social Justice/Lead Magnet,True,8015 Van Nuys Blvd,,Panorama City,,,False
1081,LAUSD,,Panorama Senior High Sports Med/Info Tech Magnet (LAUSD),Panorama Senior High Sports Med/Info Tech Magnet,True,8015 Van Nuys Blvd,,Panorama City,,,False
1082,LAUSD,Active,Park Avenue Elementary (LAUSD),Park Avenue Elementary (Los Angeles Unified),True,8020 Park Ave,8020 Park Ave.,Cudahy,Cudahy, 100.0,True
1083,LAUSD,Closed,Park Avenue Elementary (LAUSD),Park Avenue Elementary (Perris Elementary),True,8020 Park Ave,445 South Park Ave.,Cudahy,Perris, 100.0,True
1084,LAUSD,Active,Park Avenue Elementary (LAUSD),Park Avenue Elementary (Yuba City Unified),True,8020 Park Ave,100 Morton St.,Cudahy,Yuba City, 100.0,True
1085,LAUSD,,Park Avenue Elementary DL Two-Way Im Spanish (LAUSD),Park Avenue Elementary DL Two-Way Im Spanish,True,8020 Park Av,,Cudahy,, 90.0,False
1086,LAUSD,,Park Western Pl Elementary Gifted/STEAM Magnet (LAUSD),Park Western Pl Elementary Gifted/STEAM Magnet,True,1214 Park Western Pl,,San Pedro,,,False
1087,LAUSD,Active,Park Western Place Elementary (LAUSD),Park Western Place Elementary,True,1214 Park Western Pl,1214 Park Western Pl.,San Pedro,San Pedro, 100.0,False
