Record Type,County,District,School,Status,Latitude,Longitude,Street Address,Street City,Street State,Street Zip
School,Fresno,Riverdale Joint Unified,Riverdale Assembly of God dba Riverdale Christian Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Riverdale,CA,93656-9409
School,Fresno,Riverdale Joint Unified,Riverdale Community Day,Closed,36.427256,-119.85227,3021 West Kruger Ave.,Riverdale,CA,93656-9703
School,Fresno,Riverdale Joint Unified,Riverdale Elementary,Active,36.433905,-119.864014,3700 Stathem St.,Riverdale,CA,93656
School,Fresno,Riverdale Joint Unified,Riverdale High,Active,36.430885,-119.855019,3086 West Mt. Whitney Ave.,Riverdale,CA,93656-0726
School,Fresno,Riverdale Joint Union Elementary,Fipps Primary,Merged,36.42748,-119.855482,21320 S. Feland,Riverdale,CA,93656-0338
School,Fresno,Riverdale Joint Union Elementary,Riverdale Elementary,Merged,36.43405,-119.864097,3700 Stathem St.,Riverdale,CA,93656
School,Fresno,Riverdale Joint Union High,Horizon Continuation High,Merged,,,3164 Paloma,Riverdale,CA,93656-0726
School,Fresno,Riverdale Joint Union High,Riverdale Adult,Merged,,,3086 W. Mt. Whitney,Riverdale,CA,93656-0726
School,Fresno,Riverdale Joint Union High,Riverdale High,Merged,36.430932,-119.853658,3086 W. Mt. Whitney,Riverdale,CA,93656-0726
School,Fresno,Riverdale Joint Union High,Riverdale Joint Unionhigh Alter Educ.,Merged,,,3086 W. Mt. Whitney,Riverdale,CA,93656
School,Fresno,San Joaquin Elementary,San Joaquin Elementary,Merged,,,8535 S. Ninth St.,San Joaquin,CA,93660
School,Fresno,Sanger Unified,Bethel Christian,Closed,,,Information Redacted,Sanger,CA,93657
School,Fresno,Sanger Unified,Bethel Christian School,Active,36.702128,-119.574024,946 Bethel Ave.,Sanger,CA,93657-2984
School,Fresno,Sanger Unified,Centerville Elementary,Active,36.733315,-119.501846,48 South Smith Ave.,Sanger,CA,93657-9666
School,Fresno,Sanger Unified,Community Day,Active,36.705125,-119.553996,818 L St.,Sanger,CA,93657-3201
School,Fresno,Sanger Unified,Del Rey Elementary,Active,36.65685,-119.59767,10620 Morro St.,Del Rey,CA,93616-0068
School,Fresno,Sanger Unified,Fairmont Elementary,Active,36.780975,-119.565135,3095 North Greenwood Ave.,Sanger,CA,93657-9331
School,Fresno,Sanger Unified,Hallmark Academy,Active,36.702657,-119.571641,2445 9th St.,Sanger,CA,93657-2780
School,Fresno,Sanger Unified,Hallmark Charter,Active,36.703068,-119.571393,2445 Ninth St.,Sanger,CA,93657-2780
School,Fresno,Sanger Unified,Jackson Elementary,Active,36.712237,-119.562453,1810 Third St.,Sanger,CA,93657-2302
School,Fresno,Sanger Unified,Jefferson Elementary,Active,36.701577,-119.544553,1110 Tucker St.,Sanger,CA,93657-3338
School,Fresno,Sanger Unified,John S. Wash Elementary,Active,36.733247,-119.675556,6350 East Ln. Ave.,Fresno,CA,93727-5734
School,Fresno,Sanger Unified,King's Corner,Active,36.764005,-119.556247,1919 N. Academy,Sanger,CA,93657-9379
School,Fresno,Sanger Unified,Kings River High (Continuation),Active,36.705848,-119.562114,1801 Seventh St.,Sanger,CA,93657-2895
School,Fresno,Sanger Unified,Liberty Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Sanger,CA,93657-2584
School,Fresno,Sanger Unified,Lincoln Elementary,Active,36.696954,-119.559993,1700 14th St.,Sanger,CA,93657-3442
School,Fresno,Sanger Unified,Lone Star Elementary,Active,36.699167,-119.682083,2617 South Fowler Ave.,Fresno,CA,93725-9308
School,Fresno,Sanger Unified,Madison Elementary,Active,36.694506,-119.56824,2324 Cherry St.,Sanger,CA,93657-3608
School,Fresno,Sanger Unified,Mindy Ivison,Closed,Information Redacted,Information Redacted,Information Redacted,Sanger,CA,93657-9219
School,Fresno,Sanger Unified,Quail Lake Environmental Charter,Active,36.805822,-119.597531,4087 North Quail Lake Dr.,Clovis,CA,93611-4646
School,Fresno,Sanger Unified,Ronald W. Reagan Elementary,Active,36.712496,-119.583038,1586 South Indianola,Sanger,CA,93657-9731
School,Fresno,Sanger Unified,Sanger Academy Charter,Active,36.703078,-119.567745,2207 Ninth St.,Sanger,CA,93657-2711
School,Fresno,Sanger Unified,Sanger Adult,Active,36.701754,-119.55601,1020 N St.,Sanger,CA,93657
School,Fresno,Sanger Unified,Sanger Child Care Center,Closed,,,1700 14th St.,Sanger,CA,93657
School,Fresno,Sanger Unified,Sanger Headstart Program,Closed,,,,,,
School,Fresno,Sanger Unified,Sanger High,Active,36.720493,-119.574112,1045 Bethel Ave.,Sanger,CA,93657-2985
School,Fresno,Sanger Unified,Sanger Preschool Program,Closed,,,1700 14th St.,Sanger,CA,93657
School,Fresno,Sanger Unified,Sanger West High,Pending,36.709693,-119.681589,1850 South Fowler,Fresno,CA,93727
School,Fresno,Sanger Unified,Sequoia Elementary,Active,36.70982,-119.672983,1820 South Armstrong Ave.,Fresno,CA,93727-6724
School,Fresno,Sanger Unified,Taft Elementary,Closed,,,1801 7th St.,Sanger,CA,93657
School,Fresno,Sanger Unified,Washington Academic Middle,Active,36.701529,-119.560864,1705 Tenth St.,Sanger,CA,93657-2799
School,Fresno,Sanger Unified,Washington Occupational Center,Closed,,,1801 Seventh St.,Sanger,CA,93657
School,Fresno,Sanger Unified,Wilson Elementary,Active,36.708533,-119.549159,610 Faller St.,Sanger,CA,93657-2553
School,Fresno,Sanger Unified,With His Grace Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Sanger,CA,93657-3136
School,Fresno,Selma Unified,Abraham Lincoln Middle,Active,36.585071,-119.602032,1239 Nelson Blvd.,Selma,CA,93662-4112
School,Fresno,Selma Unified,Andrew Jackson Elementary,Active,36.583603,-119.613804,2220 Huntsman Ave.,Selma,CA,93662-2422
School,Fresno,Selma Unified,CATHEDRAL CHRISTIAN,Closed,,,Information Redacted,SELMA,CA,93662
School,Fresno,Selma Unified,Eric White Elementary,Active,36.561706,-119.624315,2001 Mitchell,Selma,CA,93662-9601
School,Fresno,Selma Unified,Franklin Elem.,Closed,,,14930 S Mccall,Selma,CA,93662
School,Fresno,Selma Unified,George Washington Elementary,Active,36.562772,-119.617267,1420 Second St.,Selma,CA,93662-3925
School,Fresno,Selma Unified,Grace Christian Academy,Closed,,,Information Redacted,Selma,CA,93662
School,Fresno,Selma Unified,Heartland High (Continuation),Active,36.569177,-119.618374,2269 Sylvia St.,Selma,CA,93662-3488
School,Fresno,Selma Unified,Indianola Elementary,Active,36.590715,-119.583158,11524 East Dinuba Ave.,Selma,CA,93662-9707
School,Fresno,Selma Unified,James Garfield Elementary,Active,36.571057,-119.608619,2535 B St.,Selma,CA,93662-3108
School,Fresno,Selma Unified,Santos House of Learning,Closed,Information Redacted,Information Redacted,Information Redacted,Selma,CA,93662-3438
School,Fresno,Selma Unified,Selma Adult,Active,36.58084,-119.615205,3125 Wright St.,Selma,CA,93662-2429
School,Fresno,Selma Unified,Selma High,Active,36.580899,-119.6152,3125 Wright St.,Selma,CA,93662-2429
School,Fresno,Selma Unified,Selma Independent,Active,36.569177,-119.618374,2269 Sylvia St.,Selma,CA,93662-3436
School,Fresno,Selma Unified,Terry Elementary,Active,36.548536,-119.682598,12906 South Fowler Ave.,Selma,CA,93662-9532
School,Fresno,Selma Unified,Theodore Roosevelt Elementary,Active,36.576336,-119.608475,1802 Floral Ave.,Selma,CA,93662-2808
School,Fresno,Selma Unified,Thomas Jefferson Elementary,Closed,,,2269 Sylvia St.,Selma,CA,93662
School,Fresno,Selma Unified,Woodrow Wilson Elementary,Active,36.572503,-119.602428,1325 Stillman St.,Selma,CA,93662-3221
School,Fresno,Sierra Joint Union High,Sandy Bluffs Educ. Ctr (Cont.),Merged,,,29704 Auberry Rd.,Prather,CA,93651
School,Fresno,Sierra Joint Union High,Shaver Lake Educational Center,Merged,,,41344 Tollhouse Rd.,Shaver Lake,CA,93664
School,Fresno,Sierra Joint Union High,Sierra High,Merged,37.039005,-119.465132,33326 N. Lodge Rd.,Tollhouse,CA,93667
School,Fresno,Sierra Joint Union High,Sierra Jt. Union Adult,Merged,,,413344 Tollhouse Rd.,Shaver Lake,CA,93664-0013
School,Fresno,Sierra Joint Union High,Willow Creek Educ. Ctr (Cont.),Merged,,,"Road 222, Wyle/Chase Bldg.",North Fork,CA,93643-0308
School,Fresno,Sierra Unified,3 Rs Home School,Closed,,,Information Redacted,Tollhouse,CA,93667
School,Fresno,Sierra Unified,Almaden Valley Christian,Active,36.973066,-119.353473,31306 Rebel Hill Ln.,Tollhouse,CA,93667-9700
School,Fresno,Sierra Unified,Ambassador Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Prather,CA,93651-9745
School,Fresno,Sierra Unified,Auberry Elementary,Closed,,,33367 North Auberry Rd.,Auberry,CA,93602-9626
School,Fresno,Sierra Unified,Auberry Seventh-day Adventist School,Closed,Information Redacted,Information Redacted,Information Redacted,Auberry,CA,93602
School,Fresno,Sierra Unified,Balch Camp Elementary,Closed,,,36000 Trimmer Springs Rd.,Auberry,CA,93602-1000
School,Fresno,Sierra Unified,BEIER ELEM.,Closed,,,Information Redacted,AUBERRY,CA,93602
School,Fresno,Sierra Unified,Fisher School,Active,Information Redacted,Information Redacted,Information Redacted,Information Redacted,Information Redacted,Information Redacted
School,Fresno,Sierra Unified,Foothill Elementary,Active,37.036868,-119.520113,29147 Auberry Rd.,Prather,CA,93651-9757
School,Fresno,Sierra Unified,Foothill Middle,Closed,37.013932,-119.554413,29147 Auberry Rd.,Prather,CA,93651-9757
School,Fresno,Sierra Unified,Hammer Mountain School,Closed,Information Redacted,Information Redacted,Information Redacted,Auberry,CA,93602-9779
School,Fresno,Sierra Unified,New Life Christian Academy,Closed,,,Information Redacted,Clovis,CA,93619
School,Fresno,Sierra Unified,Oak Meadow Community Day,Active,37.038745,-119.464626,33411 Lodge Rd.,Tollhouse,CA,93667-9606
School,Fresno,Sierra Unified,Pole Corral Elementary,Closed,37.010218,-119.013694,65265 Hall Meadow,Shaver Lake,CA,93664-9631
School,Fresno,Sierra Unified,Ponderosa Community Day,Closed,37.038649,-119.46451,33435 Lodge Rd.,Tollhouse,CA,93667-9606
School,Fresno,Sierra Unified,Shady Pond Academy,Closed,,,Information Redacted,Auberry,CA,93602
School,Fresno,Sierra Unified,Shenk Family Homeschool,Active,37.01137,-119.416617,36906 Riverbelle Ln.,Tollhouse,CA,93667-9766
School,Fresno,Sierra Unified,Sierra Adult,Active,37.036574,-119.452734,33461 Lodge Rd.,Tollhouse,CA,93667-9606
School,Fresno,Sierra Unified,Sierra Alternative High,Active,37.037157,-119.454729,33280 Lodge Rd.,Tollhouse,CA,93667-9643
School,Fresno,Sierra Unified,Sierra Elementary,Closed,,,27444 East Tollhouse Rd.,Tollhouse,CA,93667-9701
School,Fresno,Sierra Unified,Sierra High,Active,37.035482,-119.454267,33326 Lodge Rd.,Tollhouse,CA,93667-9644
School,Fresno,Sierra Unified,Sierra Hills Baptist Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Tollhouse,CA,93667-9627
School,Fresno,Sierra Unified,Sierra Junior High,Active,37.03611,-119.452348,33326 Lodge Rd.,Tollhouse,CA,93667-9644
School,Fresno,Sierra Unified,Sierra@Home,Active,37.037387,-119.452118,33461 Lodge Rd.,Tollhouse,CA,93667-9606
School,Fresno,Sierra Unified,Spreading Oaks Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Auberry,CA,93602
School,Fresno,Sierra Unified,University High,Closed,,,2355 East Keats - M/S /UH134,Fresno,CA,93740-8010
School,Fresno,Sierra Unified,VINEYARD CHRISTIAN,Closed,,,Information Redacted,Tollhouse,CA,93667
School,Fresno,Sierra Unified,Western Christian Academy,Active,37.037155,-119.504329,30128 Auberry Rd.,Prather,CA,93651-9720
School,Fresno,Sierra Union Elementary,Balch Camp Elementary,Merged,,,Black Rock Rd.,Auberry,CA,93602
School,Fresno,Sierra Union Elementary,Pole Corral Elementary,Merged,,,57800 Mckinley Grove,Shaver Lake,CA,93664
School,Fresno,Sierra Union Elementary,Sierra Elementary,Merged,36.987263,-119.424089,27444 E. Tollhouse Rd.,Tollhouse,CA,93667
School,Fresno,Sun Empire Union Elementary,Sun Empire Elementary,Merged,36.773584,-120.087473,2649 N. Modoc Ave.,Kerman,CA,93630
School,Fresno,Teague Elementary,Teague Elementary,Merged,36.802382,-119.889446,4725 N. Polk,Fresno,CA,93711
School,Fresno,Tranquillity Elementary,Tranquillity Elementary,Merged,36.64489,-120.252337,6116 S. Daniels,Tranquillity,CA,93668
School,Fresno,Tranquillity Union High,El Portal High  YR (Indend St.),Merged,,,Sixth and California,San Joaquin,CA,93660
School,Fresno,Tranquillity Union High,Rio de Plata High,Merged,36.755366,-120.388721,211 Smoot Ave.,Mendota,CA,93640
School,Fresno,Tranquillity Union High,Rio Del Rey High,Merged,,,25592 W. Dowdy,San Joaquin,CA,93660
School,Fresno,Tranquillity Union High,Tranquillity Adult,Merged,,,PO Box 457,Tranquillity,CA,93668
School,Fresno,Tranquillity Union High,Tranquillity High,Merged,36.64573,-120.25438,6052 Juanche,Tranquillity,CA,93668
School,Fresno,Valley ROP,Valley ROP,Active,36.698095,-119.560051,1305 Q St.,Sanger,CA,93657-3466
School,Fresno,Washington Colony Elementary,Washington Colony Elementary,Active,36.648814,-119.78891,130 East Lincoln Ave.,Fresno,CA,93706-6043
School,Fresno,Washington Unified,American Union Elementary,Active,36.634069,-119.840744,2801 West Adams Ave.,Fresno,CA,93706-9601
School,Fresno,Washington Unified,Anchor Academy Charter,Closed,36.714339,-119.80422,2385 South Fairview Ave.,Fresno,CA,93706
School,Fresno,Washington Unified,Easton Community Day,Active,36.650368,-119.7954,5865 South Clara Ave.,Fresno,CA,93706-5805
School,Fresno,Washington Unified,Easton Continuation High,Active,36.650368,-119.7954,5865 South Clara Ave.,Fresno,CA,93706-5805
School,Fresno,Washington Unified,Elm High,Active,36.650368,-119.7954,5865 South Clara Ave.,Fresno,CA,93706-5805
School,Fresno,Washington Unified,W.E.B. DuBois Public Charter,Active,36.706625,-119.799892,2604 Martin Luther King Blvd.,Fresno,CA,93706
School,Fresno,Washington Unified,Washington High,Active,36.648148,-119.790913,6041 South Elm Ave.,Fresno,CA,93706-6018
School,Fresno,Washington Unified,Washington Unified Adult,Active,36.650338,-119.795505,5865 South Clara Ave.,Fresno,CA,93706
School,Fresno,Washington Unified,West Fresno Elementary,Active,36.696406,-119.793108,2910 South Ivy St.,Fresno,CA,93706-5515
School,Fresno,Washington Unified,West Fresno Middle,Active,36.697989,-119.793047,2888 South Ivy St.,Fresno,CA,93706-5513
School,Fresno,West Fresno Elementary,A Touch of Love Academy,Closed,,,238 West Grantline Rd.,Tracy,CA,95376
School,Fresno,West Fresno Elementary,One Step Up Charter Academy,Closed,,,"4969 East Clinton Ave., Ste. 111",Fresno,CA,93706
School,Fresno,West Fresno Elementary,Osagie International Academy Charter,Closed,,,388 Market St.,San Francisco,CA,94111
School,Fresno,West Fresno Elementary,West Fresno Alternative Education,Closed,,,2888 South Ivy,Fresno,CA,93706
School,Fresno,West Fresno Elementary,West Fresno Performing Arts Academy,Closed,,,1901 East Shields Ave. Ste. 150,Fresno,CA,93726
School,Fresno,West Fresno Elementary,Western Elementary,Closed,,,2710 S. Fruit,Fresno,CA,93706
School,Fresno,West Park Elementary,Blue Mountain Wilderness,Closed,,,5507 Meko Dr.,Camp Connell,CA,95223
School,Fresno,West Park Elementary,Rosalyn Charter,Closed,,,45-175 Fargo St.,Indio,CA,92201
School,Fresno,West Park Elementary,West Park Charter Academy,Active,36.691385,-119.853504,2695 South Valentine Ave.,Fresno,CA,93706-9042
School,Fresno,West Park Elementary,West Park Elementary,Active,36.691385,-119.853504,2695 South Valentine Ave.,Fresno,CA,93706-9042
School,Fresno,West Park Elementary,West Park Intermediate,Closed,,,2695 S. Valentine Ave.,Fresno,CA,93706
School,Fresno,West Park Elementary,West Park Middle,Closed,,,2695 S. Valentine Ave.,Fresno,CA,93706
School,Fresno,Westside Elementary,California STEAM,Closed,36.400595,-120.140087,19191 West Excelsior Ave.,Five Points,CA,93624-0398
School,Fresno,Westside Elementary,Crescent View South Charter,Closed,36.808335,-119.870329,4348 West Shaw Ave.,Fresno,CA,93722-6218
School,Fresno,Westside Elementary,Crescent View South II,Active,36.808335,-119.870329,4348 West Shaw Ave.,Fresno,CA,93706-6218
School,Fresno,Westside Elementary,Opportunities For Learning - Fresno,Closed,36.735685,-119.803256,1603 E. St.,Fresno,CA,93706-2007
School,Fresno,Westside Elementary,Westside Elementary,Active,36.400596,-120.140087,19191 West Excelsior Ave.,Five Points,CA,93624-0398
School,Fresno,Westside Elementary,Yosemite Valley Charter,Active,36.793969,-119.764284,3610 East Ashlan Ave,Fresno,CA,93726-3840
School,Glenn,Capay Joint Union Elementary,Capay Joint Union Elementary,Active,39.796979,-122.085802,7504 Cutting Ave.,Orland,CA,95963-9691
School,Glenn,Glenn County Office of Education,Conservation Corps of Long Beach Gateway Cities Charter,Closed,33.823377,-118.185394,3635 Atlantic Ave.,Long Beach,CA,90807-3417
School,Glenn,Glenn County Office of Education,Glenn Adult Program,Active,39.51537,-122.208818,451 South Villa Ave.,Willows,CA,95988
School,Glenn,Glenn County Office of Education,Glenn County Juvenile Court,Closed,39.517633,-122.208902,311 South Villa Ave.,Willows,CA,95988
School,Glenn,Glenn County Office of Education,Glenn County Opportunity,Closed,39.517633,-122.208902,311 South Villa Ave.,Willows,CA,95988-2739
School,Glenn,Glenn County Office of Education,Glenn County Special Education,Active,39.517633,-122.208902,311 South Villa Ave.,Willows,CA,95988-2739
School,Glenn,Glenn County Office of Education,Glenn County Superintendent Ed,Closed,,,924 Second St.,Orland,CA,95963
School,Glenn,Glenn County Office of Education,"Glenn County Superintendent, P",Closed,,,High School Class,Princeton,CA,95970
School,Glenn,Glenn County Office of Education,"Glenn County Superintendent, P",Closed,,,Elementary Class,Princeton,CA,95970
School,Glenn,Glenn County Office of Education,"Glenn County Superintendent, W",Closed,,,School Class,Willows,CA,95988
School,Glenn,Glenn County Office of Education,Glenn County Workshop (Handicapped Adults),Merged,,,525 W. Sycamore,Orland,CA,95963
School,Glenn,Glenn County Office of Education,Hamilton Special Education (Ap,Closed,,,Capay St.,Hamilton City,CA,95951
School,Glenn,Glenn County Office of Education,Lake Special Ed Facility (EMR),Closed,,,"Rt. 2, Box 35A",Orland,CA,95963
School,Glenn,Glenn County Office of Education,Mill Street Special Education,Closed,,,102 Mill St.,Orland,CA,95963
School,Glenn,Glenn County Office of Education,Ralph L. Herman Development Ce,Closed,,,924 Second St.,Orland,CA,95963
School,Glenn,Glenn County Office of Education,Success One!,Active,39.747927,-122.183341,129 E. Walker St.,Orland,CA,95963-1525
School,Glenn,Glenn County Office of Education,Walden Academy,Active,39.524223,-122.208472,1149 West Wood St.,Willows,CA,95988-2614
School,Glenn,Glenn County Office of Education,William Finch,Active,39.749587,-122.197495,607 East Tehama St.,Orland,CA,95963-1595
School,Glenn,Glenn County Office of Education,Willow Creek Christian School,Active,39.533441,-122.287664,1923 Rd. B,Willows,CA,95988
School,Glenn,Glenn County ROP,Glenn County ROP,Active,39.51537,-122.208818,451 South Villa Ave.,Willows,CA,95988-2964
School,Glenn,Hamilton Unified,Ella Barkley High,Active,39.745406,-122.017074,Hwy. 32 And Los Robles St.,Hamilton City,CA,95951-0488
School,Glenn,Hamilton Unified,Hamilton Adult,Active,39.746319,-122.009217,535 Sacramento Ave.,Hamilton City,CA,95951-0488
School,Glenn,Hamilton Unified,Hamilton Community Day,Active,39.746486,-122.008735,535 Sacramento Ave.,Hamilton City,CA,95951-0488
School,Glenn,Hamilton Unified,Hamilton Elementary,Active,39.740098,-122.015729,277 Capay Ave.,Hamilton City,CA,95951-0277
School,Glenn,Hamilton Unified,Hamilton Elementary Community Day,Closed,39.740098,-122.015729,277 Capay St.,Hamilton City,CA,95951
School,Glenn,Hamilton Unified,Hamilton High,Active,39.745455,-122.019033,620 Canal St.,Hamilton City,CA,95951-0488
School,Glenn,Hamilton Union High,Community High (Cont),Closed,,,262 Main St.,Hamilton City,CA,95951
School,Glenn,Hamilton Union High,Hamilton Adult,Closed,,,PO Box 488,Hamilton City,CA,95951
School,Glenn,Lake Elementary,Lake Elementary,Active,39.7753,-122.1596,4672 County Road North,Orland,CA,95963-8122
School,Glenn,Lake Elementary,Lake View Charter,Active,39.769365,-122.159216,4672 County Road N,Orland,CA,95963-8103
School,Glenn,Orland Joint Unified,Fairview Elementary,Active,39.737774,-122.182815,1308 Fairview St.,Orland,CA,95963-1992
School,Glenn,Orland Joint Unified,Mill Street Elementary,Active,39.802632,-122.056977,102 Second St.,Orland,CA,95963-1843
School,Glenn,Orland Joint Unified,North Valley High (Continuation),Active,39.754375,-122.191232,220 Roosevelt Ave.,Orland,CA,95963
School,Glenn,Orland Joint Unified,Orland Community Day,Active,39.754375,-122.191232,260 Roosevelt Ave.,Orland,CA,95963-1526
School,Glenn,Orland Joint Unified,Orland Elementary Community Day,Closed,39.744755,-122.191396,930 Second St.,Orland,CA,95963
School,Glenn,Orland Joint Unified,Orland High,Active,39.750985,-122.190177,101 Shasta St.,Orland,CA,95963-1426
School,Glenn,Orland Joint Unified,Price Intermediate,Active,39.74022,-122.192913,1212 Marin St.,Orland,CA,95963-1641
School,Glenn,Orland Joint Unified,Providence Christian High,Closed,,,Information Redacted,Orland,CA,95963
School,Glenn,Orland Joint Unified,Providence Christian School (dba),Active,39.747183,-122.172964,1148 East Walker St.,Orland,CA,95963-9801
School,Glenn,Orland Joint Union Elementary,Fairview Elementary,Merged,,,1320 Sixth St.,Orland,CA,95963-1641
School,Glenn,Orland Joint Union Elementary,Mill Street Elementary,Merged,,,102 Mill St.,Orland,CA,95963-1843
School,Glenn,Orland Joint Union Elementary,Price Intermediate,Merged,,,1320 Sixth,Orland,CA,95963-1641
School,Glenn,Orland Joint Union High,North Valley High (Cont.),Merged,,,1320 Sixth St.,Orland,CA,95963-1641
School,Glenn,Orland Joint Union High,Orland High,Merged,39.751072,-122.190207,101 Shasta St.,Orland,CA,95963-1426
School,Glenn,Plaza Elementary,Plaza Elementary,Active,39.710433,-122.097693,7322 County Road 24,Orland,CA,95963-9777
School,Glenn,Princeton Joint Unified,Butte City Elem.,Closed,,,Eureka Alley,Butte City,CA,95920
School,Glenn,Princeton Joint Unified,Codora Elem.,Closed,,,,,,
School,Glenn,Princeton Joint Unified,Princeton Adult School,Closed,,,PO Box 8,Princeton,CA,95970
School,Glenn,Princeton Joint Unified,Princeton Elementary,Active,39.405898,-122.011152,428 Norman Rd.,Princeton,CA,95970
School,Glenn,Princeton Joint Unified,Princeton Elementary Community Day,Closed,39.406282,-122.01056,428 Norman Rd.,Princeton,CA,95970
School,Glenn,Princeton Joint Unified,Princeton High Community Day,Closed,39.401532,-122.01118,473 State St.,Princeton,CA,95970
School,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,Active,39.401181,-122.011864,473 State St.,Princeton,CA,95970
School,Glenn,Princeton Joint Unified,Princeton Landing High (Cont),Active,39.401335,-122.011275,473 State St.,Princeton,CA,95970
School,Glenn,Princeton Joint Unified,Princeton Primary,Closed,,,,,,
School,Glenn,Princeton Joint Unified,River Valley Christian,Active,39.534419,-122.008536,8187 County Rd. 48,Glenn,CA,95943
School,Glenn,Stony Creek Joint Unified,Bidwell Point High (Continuation),Active,39.627986,-122.598076,3430 County Road 309,Elk Creek,CA,95939-0068
School,Glenn,Stony Creek Joint Unified,Elk Creek Elementary,Active,39.60712,-122.5387,3430 County Road 309,Elk Creek,CA,95939-0068
School,Glenn,Stony Creek Joint Unified,Elk Creek High,Active,39.627986,-122.598076,3430 County Rd. 309,Elk Creek,CA,95939-9708
School,Glenn,Stony Creek Joint Unified,Indian Valley Intermediate,Active,39.36417,-122.548508,5180 Lodoga-Stonyford Rd.,Stonyford,CA,95979
School,Glenn,Stony Creek Joint Unified,Stony Creek Community Day,Closed,,,3430 County Rd. 309,Elk Creek,CA,95939
School,Glenn,Stony Creek Joint Unified,Stony Creek Elementary Community Day,Closed,,,3430 County Rd. 309,Elk Creek,CA,95939
School,Glenn,Willows Unified,ABUNDANT LIFE ACADEMY,Closed,,,Information Redacted,WILLOWS,CA,95988
School,Glenn,Willows Unified,Artois Elementary,Closed,,,PO Box H,Artois,CA,95913
School,Glenn,Willows Unified,Bayliss Elementary,Closed,,,"Rt. 1, Box 570",Glenn,CA,95943
School,Glenn,Willows Unified,Birch Kindergarten,Closed,,,807 W Laurel St.,Willows,CA,95988
School,Glenn,Willows Unified,Kanawa Elem. (Defunct),Closed,,,,,,
School,Glenn,Willows Unified,Mccracken home school,Closed,Information Redacted,Information Redacted,Information Redacted,Willows,CA,95988-9626
School,Glenn,Willows Unified,Murdock Elementary,Active,39.526797,-122.201468,655 West French St.,Willows,CA,95988-2305
School,Glenn,Willows Unified,Willows Baptist Academy,Closed,,,Information Redacted,Willows,CA,95988
School,Glenn,Willows Unified,Willows Community High,Active,39.517931,-122.2035,823 West Laurel St.,Willows,CA,95988-2946
School,Glenn,Willows Unified,Willows Elementary Community Day,Closed,39.51411,-122.207948,1145 West Cedar St.,Willows,CA,95988-3311
School,Glenn,Willows Unified,Willows High,Active,39.521844,-122.201068,203 North Murdock Ave.,Willows,CA,95988-2706
School,Glenn,Willows Unified,Willows High Community Day,Closed,39.517931,-122.2035,823 West Laurel St.,Willows,CA,95988
School,Glenn,Willows Unified,Willows Intermediate,Active,39.51411,-122.207948,1145 West Cedar St.,Willows,CA,95988-3311
School,Glenn,Willows Unified,Willows Intermediate Community Day,Closed,,,1145 West Cedar St.,Willows,CA,95988
School,Humboldt,Arcata Elementary,arcata christian school,Active,40.873985,-124.075056,1700  Union St.,Arcata,CA,95521-6045
School,Humboldt,Arcata Elementary,Arcata Elementary,Active,40.88235,-124.086211,2400 Baldwin St.,Arcata,CA,95521-5168
School,Humboldt,Arcata Elementary,Bloomfield Elementary,Closed,,,1897 S St.,Arcata,CA,95521-5580
School,Humboldt,Arcata Elementary,Coastal Grove Charter,Active,40.880193,-124.097331,1897 S St.,Arcata,CA,95521-5474
School,Humboldt,Arcata Elementary,"EQUINOX SCHOOL, INC.",Closed,,,Information Redacted,ARCATA,CA,95521
School,Humboldt,Arcata Elementary,Fuente Nueva Charter,Active,40.879407,-124.099864,1730 Janes Rd.,Arcata,CA,95521-9623
School,Humboldt,Arcata Elementary,Manila Elementary,Closed,,,,,,
School,Humboldt,Arcata Elementary,Redwood Coast Montessori,Active,40.845518,-124.169336,1611 Peninsula Dr.,Manila,CA,95521-9658
School,Humboldt,Arcata Elementary,Redwood Coast Montessori,Closed,40.845518,-124.169336,1611 Peninsula Dr.,Manila,CA,95521-9658
School,Humboldt,Arcata Elementary,St. Mary's Elementary,Closed,,,Information Redacted,Arcata,CA,95521
School,Humboldt,Arcata Elementary,Stewart Elementary,Closed,,,1585 J St.,Arcata,CA,95521
School,Humboldt,Arcata Elementary,Sunny Brae Middle,Active,40.857437,-124.067022,1430 Buttermilk Ln.,Arcata,CA,95521-6910
School,Humboldt,Arcata Elementary,Trillium Elementary,Closed,,,1464 Spear Ave.,Arcata,CA,95521
School,Humboldt,Arcata Elementary,Union Street Charter,Active,40.861754,-124.077093,470 Union St.,Arcata,CA,95521-6429
School,Humboldt,Big Lagoon Union Elementary,Big Lagoon Elementary,Active,41.16318,-124.130657,269 Big Lagoon Park Rd.,Trinidad,CA,95570-9622
School,Humboldt,Big Lagoon Union Elementary,Northcoast Charter,Closed,,,269 Big Lagoon Park,Trinidad,CA,95570
School,Humboldt,Blue Lake Union Elementary,Blue Lake Union Elementary,Active,40.885333,-123.990879,631 Greenwood Ave.,Blue Lake,CA,95525-0268
