Record Type,County,District,School,Status,Latitude,Longitude,Street Address,Street City,Street State,Street Zip
School,Alameda,Castro Valley Unified,Redwood Christian Elementary,Active,37.705742,-122.073825,19300 Redwood Rd.,Castro Valley,CA,94546-3465
School,Alameda,Castro Valley Unified,Redwood Christian Schools–Crossroads,Closed,,,Information Redacted,Castro Valley,CA,94546
School,Alameda,Castro Valley Unified,Redwood Continuation High,Active,37.7128,-122.093055,18400 Clifton Way,Castro Valley,CA,94546-0146
School,Alameda,Castro Valley Unified,Redwood Elementary,Closed,,,19722 Center St.,Castro Valley,CA,94546
School,Alameda,Castro Valley Unified,Redwood Primary,Closed,,,4208 James Ave.,Castro Valley,CA,94546
School,Alameda,Castro Valley Unified,Roy A. Johnson High,Active,37.713501,-122.092224,18400 Clifton Way,Castro Valley,CA,94546-0146
School,Alameda,Castro Valley Unified,Stanton Elementary,Active,37.699908,-122.093526,2644 Somerset Ave.,Castro Valley,CA,94546-4016
School,Alameda,Castro Valley Unified,Sydney Elementary,Closed,,,2755 Sydney Way,Castro Valley,CA,94546
School,Alameda,Castro Valley Unified,The Montessori Giving Tree,Active,37.684493,-122.081237,1914 Grove way Rear,Castro Valley,CA,94546-6828
School,Alameda,Castro Valley Unified,Vannoy Elementary,Active,37.706636,-122.05868,5100 Vannoy,Castro Valley,CA,94546-0146
School,Alameda,Castro Valley Unified,Vita Academy,Closed,,,Information Redacted,Castro Valley,CA,94546-7199
School,Alameda,Dublin Unified,CALIFORNIA CHRISTIAN ACADEMY A,Closed,,,Information Redacted,DUBLIN,CA,94568
School,Alameda,Dublin Unified,Challenge The Mind,Closed,,,Information Redacted,Dublin,CA,94568
School,Alameda,Dublin Unified,Cottonwood Creek,Active,37.710001,-121.847328,2400 Central Pkwy.,Dublin,CA,94568-6723
School,Alameda,Dublin Unified,Donlon Elementary,Merged,,,4150 Dorman Rd.,Pleasanton,CA,94568
School,Alameda,Dublin Unified,Dublin Adult Education,Active,37.709542,-121.921465,6901 York Dr.,Dublin,CA,94568-1500
School,Alameda,Dublin Unified,Dublin Elementary,Active,37.715023,-121.936509,7997 Vomac Rd.,Dublin,CA,94568-1599
School,Alameda,Dublin Unified,Dublin High,Active,37.720996,-121.926391,8151 Village Pkwy.,Dublin,CA,94568-1656
School,Alameda,Dublin Unified,Dublin Unified Preschool,Active,37.715017,-121.936512,7997 Vomac Rd.,Dublin,CA,94568-1599
School,Alameda,Dublin Unified,Dublin Unified Transition Program,Active,37.709575,-121.921082,6901 York Dr.,Dublin,CA,94568-2153
School,Alameda,Dublin Unified,Eleanor Murray Fallon,Closed,37.71573,-121.8659,3601 Kohnen Way,Dublin,CA,94568
School,Alameda,Dublin Unified,Eleanor Murray Fallon,Active,37.71566,-121.865893,3601 Kohnen Way,Dublin,CA,94568-8751
School,Alameda,Dublin Unified,Fallon Elementary,Closed,,,7425 Larkdale Ave.,Dublin,CA,94566
School,Alameda,Dublin Unified,Fountainhead Montessori School,Active,37.70149,-121.926016,6670 Amador Plaza Rd.,Dublin,CA,94568-2991
School,Alameda,Dublin Unified,Frederiksen Elementary,Active,37.715077,-121.921957,7243 Tamarack Dr.,Dublin,CA,94568-1746
School,Alameda,Dublin Unified,Harold William Kolb,Active,37.71193,-121.858704,3150 Palermo Way,Dublin,CA,94568-7326
School,Alameda,Dublin Unified,J. M. Amador Elementary,Active,37.717296,-121.845659,2100 East Cantara Dr.,Dublin,CA,94568-6700
School,Alameda,Dublin Unified,James Dougherty Elementary,Active,37.71039,-121.885121,5301 Hibernia Dr.,Dublin,CA,94568-3164
School,Alameda,Dublin Unified,John Green Elementary,Active,37.7181,-121.8615,3300 Antone Way,Dublin,CA,94568-7550
School,Alameda,Dublin Unified,Knowledge Schools,Closed,Information Redacted,Information Redacted,Information Redacted,Dublin,CA,94568-2820
School,Alameda,Dublin Unified,Murray Elementary,Active,37.72154,-121.932981,8435 Davona Dr.,Dublin,CA,94568-1107
School,Alameda,Dublin Unified,Nielsen Elementary,Closed,,,7500 Amarillo Dr.,Dublin,CA,94568-2224
School,Alameda,Dublin Unified,St. Philip Lutheran,Closed,Information Redacted,Information Redacted,Information Redacted,Dublin,CA,94568-1132
School,Alameda,Dublin Unified,St. Raymond,Active,37.713837,-121.939753,11557 Shannon Ave.,Dublin,CA,94568-1376
School,Alameda,Dublin Unified,The Quarry Lane School,Active,37.727674,-121.870143,6363 Tassajara Rd,Dublin,CA,94568-9447
School,Alameda,Dublin Unified,Valley Christian Elementary School,Active,37.702659,-121.954926,7500 Inspiration Dr.,Dublin,CA,94568-2838
School,Alameda,Dublin Unified,Valley Christian Middle / Senior High School,Active,37.702659,-121.954926,7500 Inspiration Dr.,Dublin,CA,94568-2838
School,Alameda,Dublin Unified,Valley High (Continuation),Active,37.720977,-121.921644,8151 Village Pkwy.,Dublin,CA,94568-1656
School,Alameda,Dublin Unified,Wells Middle,Active,37.712563,-121.9188,6800 Penn Dr.,Dublin,CA,94568-2118
School,Alameda,Dublin Unified,York Alternative Learning Center,Active,37.709368,-121.920222,6901 York Dr.,Dublin,CA,94568-2153
School,Alameda,East Bay Regional Occupational Agency (ROP),East Bay Regional Occupation Center/Agency (ROC/P),Closed,37.778623,-122.287889,"1900 Third St., Rm. 23",Alameda,CA,94501-1851
School,Alameda,Eden Area ROP,Eden Area ROP,Active,37.634543,-122.098744,26316 Hesperian Blvd.,Hayward,CA,94545-2458
School,Alameda,Emery Unified,Anna Yates Elementary,Active,37.836311,-122.281826,4727 San Pablo,Emeryville,CA,94608-3643
School,Alameda,Emery Unified,East Bay German International School,Closed,Information Redacted,Information Redacted,Information Redacted,Emeryville,CA,94608-3643
School,Alameda,Emery Unified,East Bay German International School,Active,37.83242,-122.278725,1070 41st St.,Emeryville,CA,94608-3643
School,Alameda,Emery Unified,Emery Adult,Closed,,,4727 San Pablo Ave.,Emeryville,CA,94608-3035
School,Alameda,Emery Unified,Emery Middle,Closed,,,1275 - 61st St.,Emeryville,CA,94608
School,Alameda,Emery Unified,Emery Secondary,Active,37.835677,-122.282825,1100 47th St.,Emeryville,CA,94608-2908
School,Alameda,Emery Unified,Emeryville Preschool Students,Active,37.842955,-122.288433,1275 - 61st St.,Emeryville,CA,94608-2132
School,Alameda,Emery Unified,Guidepost Montessori at Emeryville,Active,37.844408,-122.290155,1450 63Rd St.,Emeryville,CA,94608-2130
School,Alameda,Emery Unified,Ralph Hawley Elementary,Closed,,,1275 61st St.,Emeryville,CA,94608
School,Alameda,Fremont Unified,A CHILD'S HIDEAWAY,Closed,,,Information Redacted,FREMONT,CA,94536
School,Alameda,Fremont Unified,Alsion Montessori Middle/High,Active,37.532296,-121.913793,750 Witherly Ln.,Fremont,CA,94539-5855
School,Alameda,Fremont Unified,Alviso Elementary,Closed,,,3375 Warwick Rd.,Fremont,CA,94536
School,Alameda,Fremont Unified,American High,Active,37.563645,-122.017475,36300 Fremont Blvd.,Fremont,CA,94536-3511
School,Alameda,Fremont Unified,Ardenwood Elementary,Active,37.572796,-122.052052,33955 Emilia Ln.,Fremont,CA,94555-2068
School,Alameda,Fremont Unified,ATID JEWISH DAY,Closed,,,Information Redacted,FREMONT,CA,94538
School,Alameda,Fremont Unified,Averroes High School,Active,37.531551,-121.920066,43427 Mission Blvd,Fremont,CA,94539-5830
School,Alameda,Fremont Unified,BASIS Independent Fremont,Active,37.547816,-121.975224,3300 Kearney St.,Fremont,CA,94538-2208
School,Alameda,Fremont Unified,"BASIS Independent Fremont, Upper School",Active,37.55942,-121.953721,39706 Mission Blvd.,Fremont,CA,94539-3089
School,Alameda,Fremont Unified,Bayside Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94538-2971
School,Alameda,Fremont Unified,Bethel Christian Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94536-3402
School,Alameda,Fremont Unified,Brier Elementary,Active,37.539776,-121.984708,39201 Sundale Dr.,Fremont,CA,94538-1916
School,Alameda,Fremont Unified,Brookvale Elementary,Active,37.568768,-122.013996,3400 Nicolet Ave.,Fremont,CA,94536-3598
School,Alameda,Fremont Unified,Cabrillo Elementary,Active,37.550826,-122.023339,36700 San Pedro Dr.,Fremont,CA,94536-6406
School,Alameda,Fremont Unified,CALVARY BAPTIST,Closed,,,Information Redacted,FREMONT,CA,94538
School,Alameda,Fremont Unified,Carmen R. Meléndez,Closed,37.522374,-121.980678,5203 Curtis St.,Fremont,CA,94538
School,Alameda,Fremont Unified,Centerville Junior High,Active,37.555648,-122.001905,37720 Fremont Blvd.,Fremont,CA,94536-5096
School,Alameda,Fremont Unified,Circle of Independent Learning,Active,37.537962,-121.992069,4700 Calaveras Ave.,Fremont,CA,94538-1124
School,Alameda,Fremont Unified,David Reynolds Elementary,Closed,,,42875 Gatewood St.,Fremont,CA,94538
School,Alameda,Fremont Unified,Dominican Kindergarten,Closed,,,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,E. M. Grimmer Elementary,Active,37.519634,-121.951004,43030 Newport Dr.,Fremont,CA,94538-6113
School,Alameda,Fremont Unified,EWay School,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94538-6518
School,Alameda,Fremont Unified,Forest Park Elementary,Active,37.561214,-122.051885,34400 Maybird Cir.,Fremont,CA,94555-2917
School,Alameda,Fremont Unified,Fred E. Weibel Elementary,Active,37.507308,-121.92838,45135 South Grimmer Blvd.,Fremont,CA,94539-6631
School,Alameda,Fremont Unified,Fremont Adult and Continuing Education,Active,37.538031,-121.990845,4700 Calaveras Ave.,Fremont,CA,94538-1124
School,Alameda,Fremont Unified,Fremont Christian School,Active,37.550372,-122.017886,4760 Thornton Ave.,Fremont,CA,94536-6409
School,Alameda,Fremont Unified,Fremont Elementary,Closed,,,40230 Laiolo Rd.,Fremont,CA,94538
School,Alameda,Fremont Unified,G. M. Walters Middle,Active,37.5373,-121.985866,39600 Logan Dr.,Fremont,CA,94538-1912
School,Alameda,Fremont Unified,Genius Kids Civic Center,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94538-6719
School,Alameda,Fremont Unified,Genius Kids Club Ardenwood,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94555
School,Alameda,Fremont Unified,Glankler (Donald G.) (Oh),Merged,,,39201 Sundale Dr.,Fremont,CA,94538
School,Alameda,Fremont Unified,Glankler Early Learning Center,Active,37.540113,-121.984388,39207 Sundale Dr.,Fremont,CA,94538-1916
School,Alameda,Fremont Unified,Glenmoor Elementary,Active,37.545703,-122.004876,4620 Mattos Dr.,Fremont,CA,94536-6784
School,Alameda,Fremont Unified,Grace Academy,Closed,,,Information Redacted,Fremont,CA,94538-4538
School,Alameda,Fremont Unified,Hacienda Elementary,Closed,,,35699 Niles Blvd.,Fremont,CA,94536
School,Alameda,Fremont Unified,Happy Bear Forest,Closed,,,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,Harvey Green Elementary,Active,37.518135,-121.958105,42875 Gatewood St.,Fremont,CA,94538-4131
School,Alameda,Fremont Unified,Holy Spirit Elementary,Active,37.557257,-122.004332,3930 Parish Ave.,Fremont,CA,94536-3728
School,Alameda,Fremont Unified,HOPE ACADEMY,Closed,,,Information Redacted,FREMONT,CA,94538
School,Alameda,Fremont Unified,Ilm Academy,Active,37.509293,-121.971802,42412 Albrae St.,Fremont,CA,94538-3395
School,Alameda,Fremont Unified,Irvington Elementary,Closed,,,,,,
School,Alameda,Fremont Unified,Irvington High,Active,37.522654,-121.969024,41800 Blacow Rd.,Fremont,CA,94538-3353
School,Alameda,Fremont Unified,J. Haley Durham Elementary,Active,37.542078,-121.966891,40292 Leslie St.,Fremont,CA,94538-3520
School,Alameda,Fremont Unified,James Leitch Elementary,Active,37.486506,-121.923286,47100 Fernald St.,Fremont,CA,94539-7005
School,Alameda,Fremont Unified,John Blacow Elementary,Active,37.527561,-121.977127,40404 Sundale Dr.,Fremont,CA,94538-3314
School,Alameda,Fremont Unified,John F. Kennedy High,Active,37.528399,-121.983122,39999 Blacow Rd.,Fremont,CA,94538-1913
School,Alameda,Fremont Unified,John G. Mattos Elementary,Active,37.538095,-122.011723,37944 Farwell Dr.,Fremont,CA,94536-7008
School,Alameda,Fremont Unified,John Gomes Elementary,Active,37.550361,-121.947617,555 Lemos Ln.,Fremont,CA,94539-3750
School,Alameda,Fremont Unified,John M. Horner Middle,Active,37.529681,-121.964821,4350 Irvington Ave.,Fremont,CA,94538-4202
School,Alameda,Fremont Unified,Joseph Azevada Elementary,Active,37.53097,-121.994173,39450 Royal Palm Dr.,Fremont,CA,94538-1843
School,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Active,37.542168,-121.939968,801 Plymouth Ave.,Fremont,CA,94539-4637
School,Alameda,Fremont Unified,Kiddoland Learning Center,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,Kimber Hills Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94539-3089
School,Alameda,Fremont Unified,KINDER CARE LEARNING CENTER,Closed,,,Information Redacted,FREMONT,CA,94536
School,Alameda,Fremont Unified,Lernen,Closed,,,Information Redacted,Fremont,CA,94538-4538
School,Alameda,Fremont Unified,Lila Bringhurst Elementary,Pending,37.498517,-121.953086,45051 Wisdom Rd.,Fremont,CA,94538
School,Alameda,Fremont Unified,Linda Vista Elementary,Closed,,,2650 Bruce Dr.,Fremont,CA,94538
School,Alameda,Fremont Unified,Linda Vista Elementary,Merged,,,2650 Bruce Dr.,Fremont,CA,94538
School,Alameda,Fremont Unified,Marshall (Earl) Elementary,Closed,,,5301 Curtis St.,Fremont,CA,94539
School,Alameda,Fremont Unified,Mills Academy,Closed,,,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,Mission Hills Christian School,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,Mission San Jose Elementary,Active,37.528296,-121.921378,43545 Bryant St.,Fremont,CA,94539-5885
School,Alameda,Fremont Unified,Mission San Jose High,Active,37.54504,-121.931934,41717 Palm Ave.,Fremont,CA,94539-4799
School,Alameda,Fremont Unified,Mission Valley Elementary,Active,37.535791,-121.947411,41700 Denise St.,Fremont,CA,94539-4562
School,Alameda,Fremont Unified,Montessori Children's Center,Closed,,,Information Redacted,Fremont,CA,94555
School,Alameda,Fremont Unified,Montessori School of Centerville,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94536-4832
School,Alameda,Fremont Unified,Montessori School of Fremont,Active,37.533864,-121.921844,155 Washington Blvd,Fremont,CA,94539-5209
School,Alameda,Fremont Unified,New Horizons School,Active,37.532181,-122.033002,37053 Cherry St.,"Newark, Ca",CA,94560
School,Alameda,Fremont Unified,Niles Elementary,Active,37.57705,-121.984464,37141 Second St.,Fremont,CA,94536-2835
School,Alameda,Fremont Unified,Noll (Conrad) Elementary,Closed,,,39600 Sundale Dr.,Fremont,CA,94538
School,Alameda,Fremont Unified,O. N. Hirsch Elementary,Active,37.528227,-121.962901,41399 Chapel Way,Fremont,CA,94538-4202
School,Alameda,Fremont Unified,Olive Prep School,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,Oliveira Elementary,Active,37.560394,-122.017715,4180 Alder Ave.,Fremont,CA,94536-4799
School,Alameda,Fremont Unified,Olivos de Guadalupe,Closed,,,611 Olive Ave.,Fremont,CA,94538
School,Alameda,Fremont Unified,Origin L. Mowry Elementary,Closed,,,4700 Calaveras Rd.,Fremont,CA,94538
School,Alameda,Fremont Unified,Our Lady of Guadalupe,Active,37.540055,-121.967385,40374 Fremont Blvd.,Fremont,CA,94538-3409
School,Alameda,Fremont Unified,OUR SAVIOR LUTHERAN PRESCHOOL,Closed,,,Information Redacted,FREMONT,CA,94539
School,Alameda,Fremont Unified,Parkmont Elementary,Active,37.560232,-121.984686,2601 Parkside Dr.,Fremont,CA,94536-5246
School,Alameda,Fremont Unified,Patterson Elementary,Active,37.56225,-122.030851,35521 Cabrillo Dr.,Fremont,CA,94536-5499
School,Alameda,Fremont Unified,Peace Terrace Academy,Active,37.580684,-122.0549,33330 Peace Terr.,Fremont,CA,94555-1105
School,Alameda,Fremont Unified,Prince of Peace Lutheran School,Active,37.551852,-121.995548,38451 Fremont Blvd.,Fremont,CA,94536-6030
School,Alameda,Fremont Unified,Reeder Academy,Active,37.495707,-121.93429,2000 Warm Springs Ct #2,Fremont,CA,94539-6777
School,Alameda,Fremont Unified,Rivendell Academy of Fremont,Active,37.589715,-122.061328,32477 Lake Chabot St,Fremont,CA,94555-1036
School,Alameda,Fremont Unified,Robertson (Gus C.) Junior High,Closed,,,4455 Seneca Park Ave.,Fremont,CA,94538
School,Alameda,Fremont Unified,Robertson High (Continuation),Active,37.518632,-121.964928,4455 Seneca Park Ave.,Fremont,CA,94538-4028
School,Alameda,Fremont Unified,Scholars' Planet,Closed,,,Information Redacted,Fremont,CA,94539
School,Alameda,Fremont Unified,Scribbles Montessori School,Closed,Information Redacted,Information Redacted,Information Redacted,Fremont,CA,94536-6277
School,Alameda,Fremont Unified,St. Joseph Elementary,Active,37.534973,-121.918985,43222 Mission Blvd.,Fremont,CA,94539-5827
School,Alameda,Fremont Unified,Steven Millard Elementary,Active,37.520062,-121.973972,5200 Valpey Park Dr.,Fremont,CA,94538-3262
School,Alameda,Fremont Unified,Stratford School,Active,37.551055,-121.993978,38495 Fremont Blvd.,Fremont,CA,94536-6030
School,Alameda,Fremont Unified,Stratford School,Active,37.521134,-121.947444,43077 Osgood Rd.,Fremont,CA,94539-5628
