id,district_x,district_y,original_name_x,original_name_y,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
1095,LAUSD,LAUSD,Sal Castro Middle School,Sal Castro Middle,Active,Sal Castro Middle School (LAUSD),Sal Castro Middle School,True,1575 W 2nd St,1575 West 2nd St.,Los Angeles,Los Angeles, 88.66666666666666,False
1096,LAUSD,LAUSD,Sally Ride Elementary: A Smart Academy,Sally Ride Elementary: A SMArT Academy,Active,Sally Ride Elementary: A Smart Academy (LAUSD),Sally Ride Elementary: A Smart Academy,True,1041 E 46th St,1041 East 46th St.,Los Angeles,Los Angeles, 97.52066115702479,False
1097,LAUSD,LAUSD,Samuel Gompers Middle School,Samuel Gompers Middle,Active,Samuel Gompers Middle School (LAUSD),Samuel Gompers Middle School,True,234 E 112th St,234 East 112th St.,Los Angeles,Los Angeles, 89.41176470588236,False
1098,LAUSD,LAUSD,Samuel Gompers Middle School STEAM Magnet,Samuel Gompers Middle,Active,Samuel Gompers Middle School STEAM Magnet (LAUSD),Samuel Gompers Middle School STEAM Magnet,True,234 E 112th St,234 East 112th St.,Los Angeles,Los Angeles, 89.41176470588236,False
1099,LAUSD,LAUSD,Samuel Gompers MS University Pathways Medical Magnet Academy,University Pathways Medical Magnet Academy,Active,Samuel Gompers MS University Pathways Medical Magnet Academy (LAUSD),Samuel Gompers MS University Pathways Medical Magnet Academy,True,11227 S San Pedro St,11227 South San Pedro St.,Los Angeles,Los Angeles, 90.92857142857142,False
1100,LAUSD,LAUSD,San Antonio Continuation High,San Antonio Continuation,Active,San Antonio Continuation High (LAUSD),San Antonio Continuation High,True,2911 Belgrave Ave,2911 Belgrave Ave.,Huntington Park,Huntington Park, 95.04950495049505,False
1101,LAUSD,LAUSD,San Antonio Elementary,San Antonio Elementary,Active,San Antonio Elementary (LAUSD),San Antonio Elementary,True,6222 State St,6222 State St.,Huntington Park,Huntington Park, 100.0,False
1102,LAUSD,LAUSD,San Antonio Elementary STEM Magnet,San Antonio Elementary,Active,San Antonio Elementary STEM Magnet (LAUSD),San Antonio Elementary STEM Magnet,True,6222 State St,6222 State St.,Huntington Park,Huntington Park, 95.0,False
1103,LAUSD,LAUSD,San Fernando Elementary,San Fernando Elementary,Active,San Fernando Elementary (LAUSD),San Fernando Elementary,True,1130 Mott St,1130 Mott St.,San Fernando,San Fernando, 100.0,False
1104,LAUSD,,San Fernando Elementary DL Two-Way Im Spanish,,,San Fernando Elementary DL Two-Way Im Spanish (LAUSD),San Fernando Elementary DL Two-Way Im Spanish,True,1130 Mott St,,San Fernando,,,False
1105,LAUSD,LAUSD,San Fernando Middle School,San Fernando Middle,Active,San Fernando Middle School (LAUSD),San Fernando Middle School,True,130 N Brand Blvd,130 North Brand Blvd.,San Fernando,San Fernando, 88.42105263157895,False
1106,LAUSD,LAUSD,San Fernando MS Institute of Applied Media (SFIAM),San Fernando Institute of Applied Media,Active,San Fernando MS Institute of Applied Media (SFIAM) (LAUSD),San Fernando MS Institute of Applied Media (SFIAM),True,130 N Brand Blvd,130 North Brand Blvd.,San Fernando,San Fernando, 90.47619047619048,False
1107,LAUSD,LAUSD,San Fernando Senior High,San Fernando Senior High,Active,San Fernando Senior High (LAUSD),San Fernando Senior High,True,11133 O'Melveny Ave,11133 O'Melveny Ave.,San Fernando,San Fernando, 100.0,False
1108,LAUSD,LAUSD,San Fernando Senior High Science/Tech/Math Magnet,San Fernando Senior High,Active,San Fernando Senior High Science/Tech/Math Magnet (LAUSD),San Fernando Senior High Science/Tech/Math Magnet,True,11133 O'Melveny Ave,11133 O'Melveny Ave.,San Fernando,San Fernando, 86.25000000000001,False
1109,LAUSD,LAUSD,San Gabriel Avenue Elementary,San Gabriel Avenue Elementary,Active,San Gabriel Avenue Elementary (LAUSD),San Gabriel Avenue Elementary,True,8628 San Gabriel Ave,8628 San Gabriel Ave.,South Gate,South Gate, 100.0,False
1110,LAUSD,LAUSD,San Gabriel Avenue Elementary DL Two-Way Im Spanish,San Gabriel Avenue Elementary,Active,San Gabriel Avenue Elementary DL Two-Way Im Spanish (LAUSD),San Gabriel Avenue Elementary DL Two-Way Im Spanish,True,8628 San Gabriel Av,8628 San Gabriel Ave.,South Gate,South Gate, 90.47619047619048,False
1111,LAUSD,LAUSD,San Jose Street Elementary,San Jose Street Elementary,Active,San Jose Street Elementary (LAUSD),San Jose Street Elementary,True,14928 Clymer St,14928 Clymer St.,Mission Hills,Mission Hills, 100.0,False
1112,LAUSD,LAUSD,San Jose Street Elementary Highly Gifted Magnet,San Jose Street Elementary,Active,San Jose Street Elementary Highly Gifted Magnet (LAUSD),San Jose Street Elementary Highly Gifted Magnet,True,14928 Clymer St,14928 Clymer St.,Mission Hills,Mission Hills, 95.0,False
1113,LAUSD,LAUSD,San Miguel Elementary,San Miguel Elementary,Active,San Miguel Elementary (LAUSD),San Miguel Elementary,True,9801 San Miguel Ave,9801 San Miguel Ave.,South Gate,South Gate, 100.0,False
1114,LAUSD,LAUSD,San Miguel Elementary DL Two-Way Im Spanish,San Miguel Elementary,Active,San Miguel Elementary DL Two-Way Im Spanish (LAUSD),San Miguel Elementary DL Two-Way Im Spanish,True,9801 San Miguel Ave,9801 San Miguel Ave.,South Gate,South Gate, 95.0,False
1115,LAUSD,,San Miguel Elementary DL World Lang Im Mandarin,,,San Miguel Elementary DL World Lang Im Mandarin (LAUSD),San Miguel Elementary DL World Lang Im Mandarin,True,9801 San Miguel Av,,South Gate,,,False
1116,LAUSD,LAUSD,San Miguel Elementary STEAM Magnet,San Miguel Elementary,Active,San Miguel Elementary STEAM Magnet (LAUSD),San Miguel Elementary STEAM Magnet,True,9801 San Miguel Ave,9801 San Miguel Ave.,South Gate,South Gate, 95.0,False
1117,LAUSD,,San Pascual Avenue Elementary STEAM Magnet,,,San Pascual Avenue Elementary STEAM Magnet (LAUSD),San Pascual Avenue Elementary STEAM Magnet,True,815 San Pascual Ave,,Los Angeles,,,False
1118,LAUSD,LAUSD,San Pedro Senior High,San Pedro Senior High,Active,San Pedro Senior High (LAUSD),San Pedro Senior High,True,1001 W 15th St,1001 West 15th St.,San Pedro,San Pedro, 96.55172413793103,False
1119,LAUSD,LAUSD,San Pedro Senior High Gifted STEAM Magnet,San Pedro Senior High,Active,San Pedro Senior High Gifted STEAM Magnet (LAUSD),San Pedro Senior High Gifted STEAM Magnet,True,1001 W 15th St,1001 West 15th St.,San Pedro,San Pedro, 89.41176470588236,False
1120,LAUSD,,San Pedro Senior High Marine Science/Tech/Math Magnet,,,San Pedro Senior High Marine Science/Tech/Math Magnet (LAUSD),San Pedro Senior High Marine Science/Tech/Math Magnet,True,3210 S Alma St,,San Pedro,,,False
1121,LAUSD,,San Pedro Senior High Police Academy Magnet,,,San Pedro Senior High Police Academy Magnet (LAUSD),San Pedro Senior High Police Academy Magnet,True,3210 S Alma St,,San Pedro,,,False
1122,LAUSD,LAUSD,San Pedro Senior High Visual/Perf Arts Magnet,San Pedro Senior High,Active,San Pedro Senior High Visual/Perf Arts Magnet (LAUSD),San Pedro Senior High Visual/Perf Arts Magnet,True,1001 W 15th St,1001 West 15th St.,San Pedro,San Pedro, 89.41176470588236,False
1123,LAUSD,LAUSD,San Pedro Street Elementary,San Pedro Street Elementary,Active,San Pedro Street Elementary (LAUSD),San Pedro Street Elementary,True,1635 S San Pedro St,1635 South San Pedro St.,Los Angeles,Los Angeles, 96.36363636363636,False
1124,LAUSD,LAUSD,Santee Education Complex,Santee Education Complex,Active,Santee Education Complex (LAUSD),Santee Education Complex,True,1921 S Maple Ave,1921 South Maple Ave.,Los Angeles,Los Angeles, 95.91836734693877,False
1125,LAUSD,LAUSD,Sara Coughlin Elementary School,Sara Coughlin Elementary,Active,Sara Coughlin Elementary School (LAUSD),Sara Coughlin Elementary School,True,11035 Borden Ave,11035 Borden St.,Pacoima,Pacoima, 91.79775280898876,False
1126,LAUSD,LAUSD,Saticoy Elementary,Saticoy Elementary,Active,Saticoy Elementary (LAUSD),Saticoy Elementary,True,7850 Ethel Ave,7850 Ethel Ave.,North Hollywood,North Hollywood, 100.0,False
1127,LAUSD,,Saticoy Elementary DL Two-Way Im Armenian,,,Saticoy Elementary DL Two-Way Im Armenian (LAUSD),Saticoy Elementary DL Two-Way Im Armenian,True,7850 Ethel Ave,,North Hollywood,,,False
1128,LAUSD,LAUSD,Saturn Street Elementary,Saturn Street Elementary,Active,Saturn Street Elementary (LAUSD),Saturn Street Elementary,True,5360 Saturn St,5360 Saturn St.,Los Angeles,Los Angeles, 100.0,False
1129,LAUSD,LAUSD,Saturn Street Elementary Arts/Media Magnet,Saturn Street Elementary,Active,Saturn Street Elementary Arts/Media Magnet (LAUSD),Saturn Street Elementary Arts/Media Magnet,True,5360 Saturn St,5360 Saturn St.,Los Angeles,Los Angeles, 95.0,False
1130,LAUSD,,Secondary Community Day School,,,Secondary Community Day School (LAUSD),Secondary Community Day School,True,727 S Wilson St,,Los Angeles,,,False
1131,LAUSD,LAUSD,Serrania Avenue Charter for Enriched Studies,Serrania Avenue Charter For Enriched Studies,Active,Serrania Avenue Charter for Enriched Studies (LAUSD),Serrania Avenue Charter for Enriched Studies,True,5014 Serrania Ave,5014 Serrania Ave.,Woodland Hills,Woodland Hills, 100.0,False
1132,LAUSD,LAUSD,Sharp Avenue Elementary,Sharp Avenue Elementary,Active,Sharp Avenue Elementary (LAUSD),Sharp Avenue Elementary,True,13800 Pierce St,13800 Pierce St.,Arleta,Arleta, 100.0,False
1133,LAUSD,LAUSD,Shenandoah Street Elementary,Shenandoah Street Elementary,Active,Shenandoah Street Elementary (LAUSD),Shenandoah Street Elementary,True,2450 Shenandoah St,2450 Shenandoah St.,Los Angeles,Los Angeles, 100.0,False
1134,LAUSD,LAUSD,Sheridan Street Elementary,Sheridan Street Elementary,Active,Sheridan Street Elementary (LAUSD),Sheridan Street Elementary,True,416 N Cornwell St,416 North Cornwell St.,Los Angeles,Los Angeles, 96.15384615384616,False
1135,LAUSD,LAUSD,Sheridan Street Elementary DL Two-Way Im Spanish,Sheridan Street Elementary,Active,Sheridan Street Elementary DL Two-Way Im Spanish (LAUSD),Sheridan Street Elementary DL Two-Way Im Spanish,True,416 N Cornwell St,416 North Cornwell St.,Los Angeles,Los Angeles, 89.41176470588236,False
1136,LAUSD,LAUSD,Sherman Oaks Center for Enriched Studies (SOCES) Magnet,Sherman Oaks Center for Enriched Studies,Active,Sherman Oaks Center for Enriched Studies (SOCES) Magnet (LAUSD),Sherman Oaks Center for Enriched Studies (SOCES) Magnet,True,18605 Erwin St,18605 Erwin St.,Reseda,Reseda, 95.0,False
1137,LAUSD,LAUSD,Sherman Oaks Elementary Charter School,Sherman Oaks Elementary Charter,Active,Sherman Oaks Elementary Charter School (LAUSD),Sherman Oaks Elementary Charter School,True,14755 Greenleaf St,14755 Greenleaf St.,Sherman Oaks,Sherman Oaks, 95.0,False
1138,LAUSD,LAUSD,Shirley Avenue Elementary,Shirley Avenue Elementary,Active,Shirley Avenue Elementary (LAUSD),Shirley Avenue Elementary,True,19452 Hart St,19452 Hart St.,Reseda,Reseda, 100.0,False
1139,LAUSD,LAUSD,Short Avenue Elementary,Short Avenue Elementary,Active,Short Avenue Elementary (LAUSD),Short Avenue Elementary,True,12814 Maxella Ave,12814 Maxella Ave.,Los Angeles,Los Angeles, 100.0,False
1140,LAUSD,LAUSD,Sierra Park Elementary,Sierra Park Elementary,Active,Sierra Park Elementary (LAUSD),Sierra Park Elementary,True,3170 Budau Ave,3170 Budau Ave.,Los Angeles,Los Angeles, 100.0,False
1141,LAUSD,LAUSD,Sierra Vista Elementary,Sierra Vista Elementary,Active,Sierra Vista Elementary (LAUSD),Sierra Vista Elementary,True,4342 Alpha St,4342 Alpha St.,Los Angeles,Los Angeles, 100.0,False
1142,LAUSD,LAUSD,Simon Rodia Continuation High,Simon Rodia Continuation,Active,Simon Rodia Continuation High (LAUSD),Simon Rodia Continuation High,True,2701 Sequoia Dr,2701 Sequoia Dr.,South Gate,South Gate, 95.0,False
1143,LAUSD,LAUSD,Solano Avenue Elementary,Solano Avenue Elementary,Active,Solano Avenue Elementary (LAUSD),Solano Avenue Elementary,True,615 Solano Ave,615 Solano Ave.,Los Angeles,Los Angeles, 100.0,False
1144,LAUSD,LAUSD,Sonia Sotomayor Art/Sciences Magnet,Sotomayor Arts and Sciences Magnet,Active,Sonia Sotomayor Art/Sciences Magnet (LAUSD),Sonia Sotomayor Art/Sciences Magnet,True,2050 N San Fernando Rd,2050 San Fernando Rd.,Los Angeles,Los Angeles, 89.60000000000001,False
1145,LAUSD,LAUSD,Sophia T Salvin Special Education Center,Sophia T. Salvin Special Education Center,Active,Sophia T Salvin Special Education Center (LAUSD),Sophia T Salvin Special Education Center,True,1925 Budlong Ave,1925 Budlong Ave.,Los Angeles,Los Angeles, 100.0,False
1146,LAUSD,LAUSD,Soto Street Elementary,Soto Street Elementary,Active,Soto Street Elementary (LAUSD),Soto Street Elementary,True,1020 S Soto St,1020 South Soto St.,Los Angeles,Los Angeles, 95.55555555555556,False
1147,LAUSD,LAUSD,South East Senior High,South East High,Active,South East Senior High (LAUSD),South East Senior High,True,2720 Tweedy Blvd,2720 Tweedy Blvd.,South Gate,South Gate, 95.0,False
1148,LAUSD,,South East Senior High STEAM Magnet,,,South East Senior High STEAM Magnet (LAUSD),South East Senior High STEAM Magnet,True,2720 Tweedy Blvd,,South Gate,,,False
1149,LAUSD,LAUSD,South Gate Middle School,South Gate Middle,Active,South Gate Middle School (LAUSD),South Gate Middle School,True,4100 Firestone Blvd,4100 Firestone Blvd.,South Gate,South Gate, 95.0,False
1150,LAUSD,,South Gate Middle School Science/Tech/Math Magnet,,,South Gate Middle School Science/Tech/Math Magnet (LAUSD),South Gate Middle School Science/Tech/Math Magnet,True,4100 Firestone Blvd,,South Gate,,,False
1151,LAUSD,LAUSD,South Gate Senior High,South Gate Senior High,Active,South Gate Senior High (LAUSD),South Gate Senior High,True,3351 Firestone Blvd,3351 Firestone Blvd.,South Gate,South Gate, 100.0,False
1152,LAUSD,,South Gate Senior High Pub Service/Biomed Magnet,,,South Gate Senior High Pub Service/Biomed Magnet (LAUSD),South Gate Senior High Pub Service/Biomed Magnet,True,3351 Firestone Bl,,South Gate,,,False
1153,LAUSD,LAUSD,South Park Elementary,South Park Elementary,Active,South Park Elementary (LAUSD),South Park Elementary,True,8510 Towne Ave,8510 Towne Ave.,Los Angeles,Los Angeles, 100.0,False
1154,LAUSD,,South Park Elementary DL Two-Way Im Spanish,,,South Park Elementary DL Two-Way Im Spanish (LAUSD),South Park Elementary DL Two-Way Im Spanish,True,8510 Towne Ave,,Los Angeles,,,False
1155,LAUSD,,South Shores Elementary Performing Arts Magnet,,,South Shores Elementary Performing Arts Magnet (LAUSD),South Shores Elementary Performing Arts Magnet,True,2060 W 35th St,,San Pedro,,,False
1156,LAUSD,LAUSD,Southeast Middle School,Southeast Middle,Active,Southeast Middle School (LAUSD),Southeast Middle School,True,2560 Tweedy Blvd,2560 Tweedy Blvd.,South Gate,South Gate, 95.0,False
1157,LAUSD,,Southeast Middle School DREAMS Magnet,,,Southeast Middle School DREAMS Magnet (LAUSD),Southeast Middle School DREAMS Magnet,True,2560 Tweedy Blvd,,South Gate,,,False
1158,LAUSD,LAUSD,Stagg Street Elementary,Stagg Street Elementary,Active,Stagg Street Elementary (LAUSD),Stagg Street Elementary,True,7839 Amestoy Ave,7839 Amestoy Ave.,Lake Balboa,Van Nuys, 100.0,False
1159,LAUSD,LAUSD,Stanford Avenue Elementary,Stanford Avenue Elementary,Active,Stanford Avenue Elementary (LAUSD),Stanford Avenue Elementary,True,2833 Illinois Ave,2833 Illinois Ave.,South Gate,South Gate, 100.0,False
1160,LAUSD,LAUSD,Stanford Avenue Elementary DL Two-Way Im Spanish,Stanford Avenue Elementary,Active,Stanford Avenue Elementary DL Two-Way Im Spanish (LAUSD),Stanford Avenue Elementary DL Two-Way Im Spanish,True,2833 Illinois Ave,2833 Illinois Ave.,South Gate,South Gate, 95.0,False
1161,LAUSD,LAUSD,Stanford Avenue Primary Center,Stanford Primary Center,Active,Stanford Avenue Primary Center (LAUSD),Stanford Avenue Primary Center,True,3020 Kansas Ave,3020 Kansas Ave.,South Gate,South Gate, 95.0,False
1162,LAUSD,,Stanford Avenue Primary Center Elementary DL Two-Way Im Span,,,Stanford Avenue Primary Center Elementary DL Two-Way Im Span (LAUSD),Stanford Avenue Primary Center Elementary DL Two-Way Im Span,True,3020 Kansas Av,,South Gate,,,False
1163,LAUSD,LAUSD,Stanley Mosk Elementary School,Stanley Mosk Elementary,Active,Stanley Mosk Elementary School (LAUSD),Stanley Mosk Elementary School,True,7335 Lubao Ave,7335 Lubao Ave.,Winnetka,Winnetka, 95.0,False
1164,LAUSD,LAUSD,Stanley Mosk Elementary STEAM Magnet,Stanley Mosk Elementary,Active,Stanley Mosk Elementary STEAM Magnet (LAUSD),Stanley Mosk Elementary STEAM Magnet,True,7335 Lubao Ave,7335 Lubao Ave.,Winnetka,Winnetka, 95.0,False
1165,LAUSD,LAUSD,State Street Elementary,State Street Elementary,Active,State Street Elementary (LAUSD),State Street Elementary,True,3211 Santa Ana St,3211 Santa Ana St.,South Gate,South Gate, 100.0,False
1166,LAUSD,LAUSD,State Street Elementary DL Two-Way Im Spanish,State Street Elementary,Active,State Street Elementary DL Two-Way Im Spanish (LAUSD),State Street Elementary DL Two-Way Im Spanish,True,3211 Santa Ana St,3211 Santa Ana St.,South Gate,South Gate, 95.0,False
1167,LAUSD,LAUSD,Stephen M White Middle School,Stephen M. White Middle,Active,Stephen M White Middle School (LAUSD),Stephen M White Middle School,True,22102 S Figueroa St,22102 South Figueroa St.,Carson,Carson, 89.7196261682243,False
1168,LAUSD,LAUSD,Stephen M White Middle School STEAM Magnet,Stephen M. White Middle,Active,Stephen M White Middle School STEAM Magnet (LAUSD),Stephen M White Middle School STEAM Magnet,True,22102 S Figueroa St,22102 South Figueroa St.,Carson,Carson, 89.18367346938776,False
1169,LAUSD,LAUSD,Stonehurst Avenue Elementary STEAM Magnet,Stonehurst Avenue Elementary,Active,Stonehurst Avenue Elementary STEAM Magnet (LAUSD),Stonehurst Avenue Elementary STEAM Magnet,True,9851 Stonehurst Ave,9851 Stonehurst Ave.,Sun Valley,Sun Valley, 95.0,False
1170,LAUSD,LAUSD,Stoner Avenue Elementary,Stoner Avenue Elementary,Active,Stoner Avenue Elementary (LAUSD),Stoner Avenue Elementary,True,11735 Braddock Dr,11735 Braddock Dr.,Culver City,Culver City, 100.0,False
1171,LAUSD,LAUSD,Stoner Avenue Elementary DL One-Way Im Spanish,Stoner Avenue Elementary,Active,Stoner Avenue Elementary DL One-Way Im Spanish (LAUSD),Stoner Avenue Elementary DL One-Way Im Spanish,True,11735 Braddock Dr,11735 Braddock Dr.,Culver City,Culver City, 95.0,False
1172,LAUSD,LAUSD,Stoney Point Continuation High,Stoney Point Continuation,Active,Stoney Point Continuation High (LAUSD),Stoney Point Continuation High,True,10010 De Soto Ave,10010 de Soto Ave.,Chatsworth,Chatsworth, 95.14563106796116,False
1173,LAUSD,LAUSD,Strathern Street Elementary,Strathern Street Elementary,Active,Strathern Street Elementary (LAUSD),Strathern Street Elementary,True,7939 St Clair Ave,7939 St. Clair Ave.,North Hollywood,North Hollywood, 100.0,False
1174,LAUSD,,Sun Valley Magnet: Biomed Science Engineering & Leadership,,,Sun Valley Magnet: Biomed Science Engineering & Leadership (LAUSD),Sun Valley Magnet: Biomed Science Engineering & Leadership,True,7330 Bakman Ave,,Sun Valley,,,False
1175,LAUSD,,Sun Valley Magnet: Engineering Technology,,,Sun Valley Magnet: Engineering Technology (LAUSD),Sun Valley Magnet: Engineering Technology,True,7330 Bakman Ave,,Sun Valley,,,False
1176,LAUSD,,Sun Valley Magnet: Environmental Studies,,,Sun Valley Magnet: Environmental Studies (LAUSD),Sun Valley Magnet: Environmental Studies,True,7330 Bakman Ave,,Sun Valley,,,False
1177,LAUSD,LAUSD,Sunland Elementary,Sunland Elementary,Active,Sunland Elementary (LAUSD),Sunland Elementary,True,8350 Hillrose St,8350 Hillrose St.,Sunland,Sunland, 100.0,False
1178,LAUSD,LAUSD,Sunland Elementary Gifted Magnet,Sunland Elementary,Active,Sunland Elementary Gifted Magnet (LAUSD),Sunland Elementary Gifted Magnet,True,8350 Hillrose St,8350 Hillrose St.,Sunland,Sunland, 95.0,False
1179,LAUSD,LAUSD,Sunny Brae Avenue Elementary,Sunny Brae Avenue Elementary,Active,Sunny Brae Avenue Elementary (LAUSD),Sunny Brae Avenue Elementary,True,20620 Arminta St,20620 Arminta St.,Winnetka,Winnetka, 100.0,False
1180,LAUSD,LAUSD,Sunny Brae Avenue Elementary DL Two-Way Im Spanish,Sunny Brae Avenue Elementary,Active,Sunny Brae Avenue Elementary DL Two-Way Im Spanish (LAUSD),Sunny Brae Avenue Elementary DL Two-Way Im Spanish,True,20620 Arminta St,20620 Arminta St.,Winnetka,Winnetka, 95.0,False
1181,LAUSD,LAUSD,Sunny Brae Avenue Elementary Global Awareness Magnet,Sunny Brae Avenue Elementary,Active,Sunny Brae Avenue Elementary Global Awareness Magnet (LAUSD),Sunny Brae Avenue Elementary Global Awareness Magnet,True,20620 Arminta St,20620 Arminta St.,Winnetka,Winnetka, 95.0,False
1182,LAUSD,LAUSD,Sunrise Elementary,Sunrise Elementary,Active,Sunrise Elementary (LAUSD),Sunrise Elementary,True,2821 E 7th St,2821 East Seventh St.,Los Angeles,Los Angeles, 89.1566265060241,False
1183,LAUSD,,Sunrise Elementary DL Two-Way Im Spanish,,,Sunrise Elementary DL Two-Way Im Spanish (LAUSD),Sunrise Elementary DL Two-Way Im Spanish,True,2821 E 7th St,,Los Angeles,,,False
1184,LAUSD,LAUSD,Superior Street Elementary,Superior Street Elementary,Active,Superior Street Elementary (LAUSD),Superior Street Elementary,True,9756 Oso Ave,9756 Oso Ave.,Chatsworth,Chatsworth, 100.0,False
1185,LAUSD,LAUSD,Susan Miller Dorsey Senior High,Susan Miller Dorsey Senior High,Active,Susan Miller Dorsey Senior High (LAUSD),Susan Miller Dorsey Senior High,True,3537 Farmdale Ave,3537 Farmdale Ave.,Los Angeles,Los Angeles, 100.0,False
1186,LAUSD,LAUSD,Susan Miller Dorsey Senior High Firefighter/EMS Magnet,Susan Miller Dorsey Senior High,Active,Susan Miller Dorsey Senior High Firefighter/EMS Magnet (LAUSD),Susan Miller Dorsey Senior High Firefighter/EMS Magnet,True,3537 Farmdale Ave,3537 Farmdale Ave.,Los Angeles,Los Angeles, 95.0,False
1187,LAUSD,LAUSD,Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,Active,Susan Miller Dorsey Senior High Science/Tech/Math Magnet (LAUSD),Susan Miller Dorsey Senior High Science/Tech/Math Magnet,True,3537 Farmdale Ave,3537 Farmdale Ave.,Los Angeles,Los Angeles, 95.0,False
1188,LAUSD,LAUSD,Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,Active,Susan Miller Dorsey Senior High Sports Medicine/Law Magnet (LAUSD),Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,True,3537 Farmdale Ave,3537 Farmdale Ave.,Los Angeles,Los Angeles, 95.0,False
1189,LAUSD,LAUSD,Sven Lokrantz Special Education Center,Sven Lokrantz Special Education Center,Active,Sven Lokrantz Special Education Center (LAUSD),Sven Lokrantz Special Education Center,True,19451 Wyandotte St,19451 Wyandotte St.,Reseda,Reseda, 100.0,False
1190,LAUSD,,Sylmar Academy Biotech Health/Eng Magnet,,,Sylmar Academy Biotech Health/Eng Magnet (LAUSD),Sylmar Academy Biotech Health/Eng Magnet,True,13050 Borden Ave,,Sylmar,,,False
1191,LAUSD,LAUSD,Sylmar Charter High School,Sylmar Charter High,Active,Sylmar Charter High School (LAUSD),Sylmar Charter High School,True,13050 Borden Ave,13050 Borden Ave.,Sylmar,Sylmar, 95.0,False
1192,LAUSD,,Sylmar Charter High School Sci/Tech/Math Magnet,,,Sylmar Charter High School Sci/Tech/Math Magnet (LAUSD),Sylmar Charter High School Sci/Tech/Math Magnet,True,13050 Borden Ave,,Sylmar,,,False
1193,LAUSD,LAUSD,Sylmar Elementary,Sylmar Elementary,Active,Sylmar Elementary (LAUSD),Sylmar Elementary,True,13291 Phillippi Ave,13291 Phillippi Ave.,Sylmar,Sylmar, 100.0,False
1194,LAUSD,LAUSD,Sylmar Leadership Academy,Sylmar Leadership Academy,Active,Sylmar Leadership Academy (LAUSD),Sylmar Leadership Academy,True,14550 Bledsoe St,14550 Bledsoe St.,Sylmar,Sylmar, 100.0,False
1195,LAUSD,LAUSD,Sylvan Park Elementary,Sylvan Park Elementary,Active,Sylvan Park Elementary (LAUSD),Sylvan Park Elementary,True,6238 Noble Ave,6238 Noble Ave.,Van Nuys,Van Nuys, 100.0,False
1196,LAUSD,LAUSD,Taper Avenue Elementary,Taper Avenue Elementary,Active,Taper Avenue Elementary (LAUSD),Taper Avenue Elementary,True,1824 Taper Ave,1824 Taper Ave.,San Pedro,San Pedro, 100.0,False
1197,LAUSD,LAUSD,Taper Avenue Elementary STEAM Magnet,Taper Avenue Elementary,Active,Taper Avenue Elementary STEAM Magnet (LAUSD),Taper Avenue Elementary STEAM Magnet,True,1824 Taper Ave,1824 Taper Ave.,San Pedro,San Pedro, 95.0,False
1198,LAUSD,LAUSD,Tarzana Elementary,Tarzana Elementary,Active,Tarzana Elementary (LAUSD),Tarzana Elementary,True,5726 Topeka Dr,5726 Topeka Dr.,Tarzana,Tarzana, 100.0,False
1199,LAUSD,LAUSD,Telfair Avenue Elementary,Telfair Avenue Elementary,Active,Telfair Avenue Elementary (LAUSD),Telfair Avenue Elementary,True,10975 Telfair Ave,10975 Telfair Ave.,Pacoima,Pacoima, 100.0,False
1200,LAUSD,LAUSD,Telfair Avenue Elementary DL Two-Way Im Spanish,Telfair Avenue Elementary,Active,Telfair Avenue Elementary DL Two-Way Im Spanish (LAUSD),Telfair Avenue Elementary DL Two-Way Im Spanish,True,10975 Telfair Ave,10975 Telfair Ave.,Pacoima,Pacoima, 95.0,False
1201,LAUSD,LAUSD,Teresa P Hughes Elementary,Teresa Hughes Elementary,Active,Teresa P Hughes Elementary (LAUSD),Teresa P Hughes Elementary,True,4242 Clara St,4242 Clara St.,Cudahy,Cudahy, 97.77777777777777,False
1202,LAUSD,,Teresa P Hughes Elementary Science/Tech/Math Magnet,,,Teresa P Hughes Elementary Science/Tech/Math Magnet (LAUSD),Teresa P Hughes Elementary Science/Tech/Math Magnet,True,4242 Clara St,,Cudahy,,,False
1203,LAUSD,LAUSD,The Science Academy STEM Magnet,Science Academy STEM Magnet,Active,The Science Academy STEM Magnet (LAUSD),The Science Academy STEM Magnet,True,5525 Vineland Ave,5525 Vineland Ave.,North Hollywood,North Hollywood, 96.22641509433963,False
1204,LAUSD,LAUSD,Theodore Roosevelt Senior High,Theodore Roosevelt Senior High,Active,Theodore Roosevelt Senior High (LAUSD),Theodore Roosevelt Senior High,True,456 S Mathews St,456 South Mathews St.,Los Angeles,Los Angeles, 96.36363636363636,False
1205,LAUSD,LAUSD,Theodore Roosevelt Senior High Law/Public Services Magnet,Theodore Roosevelt Senior High,Active,Theodore Roosevelt Senior High Law/Public Services Magnet (LAUSD),Theodore Roosevelt Senior High Law/Public Services Magnet,True,456 S Mathews St,456 South Mathews St.,Los Angeles,Los Angeles, 89.72222222222221,False
1206,LAUSD,LAUSD,Thomas A Edison Middle School,Thomas A. Edison Middle,Active,Thomas A Edison Middle School (LAUSD),Thomas A Edison Middle School,True,6500 Hooper Ave,6500 Hooper Ave.,Los Angeles,Los Angeles, 95.0,False
