id,district_x,district_y,original_name_x,original_name_y,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
404,LAUSD,LAUSD,Chase Street Elementary,Chase Street Elementary,Active,Chase Street Elementary (LAUSD),Chase Street Elementary,True,14041 Chase St,14041 Chase St.,Panorama City,Panorama City, 100.0,False
405,LAUSD,LAUSD,Chatsworth Charter High School,Chatsworth Charter High,Active,Chatsworth Charter High School (LAUSD),Chatsworth Charter High School,True,10027 Lurline Ave,10027 Lurline Ave.,Chatsworth,Chatsworth, 95.0,False
406,LAUSD,LAUSD,Chatsworth Charter High School GSTEAM Magnet,Chatsworth Charter High,Active,Chatsworth Charter High School GSTEAM Magnet (LAUSD),Chatsworth Charter High School GSTEAM Magnet,True,10027 Lurline Ave,10027 Lurline Ave.,Chatsworth,Chatsworth, 95.0,False
407,LAUSD,,Chatsworth Park Elementary UP/CD Magnet,,,Chatsworth Park Elementary UP/CD Magnet (LAUSD),Chatsworth Park Elementary UP/CD Magnet,True,22005 Devonshire St,,Chatsworth,,,False
408,LAUSD,LAUSD,Cheremoya Avenue Elementary,Cheremoya Avenue Elementary,Active,Cheremoya Avenue Elementary (LAUSD),Cheremoya Avenue Elementary,True,6017 Franklin Ave,6017 Franklin Ave.,Los Angeles,Los Angeles, 100.0,False
409,LAUSD,LAUSD,Chester W Nimitz Middle School,Chester W. Nimitz Middle,Active,Chester W Nimitz Middle School (LAUSD),Chester W Nimitz Middle School,True,6021 Carmelita Ave,6021 Carmelita Ave.,Huntington Park,Huntington Park, 95.0,False
410,LAUSD,LAUSD,Chester W Nimitz Middle School Science/Tech/Math Magnet,Chester W. Nimitz Middle,Active,Chester W Nimitz Middle School Science/Tech/Math Magnet (LAUSD),Chester W Nimitz Middle School Science/Tech/Math Magnet,True,6021 Carmelita Ave,6021 Carmelita Ave.,Huntington Park,Huntington Park, 86.08695652173914,False
411,LAUSD,LAUSD,Cheviot Hills Continuation High,Cheviot Hills Continuation,Active,Cheviot Hills Continuation High (LAUSD),Cheviot Hills Continuation High,True,9200 Cattaraugus Ave,9200 Cattaraugus Ave.,Los Angeles,Los Angeles, 95.4954954954955,False
412,LAUSD,LAUSD,Christopher Columbus Middle School,Christopher Columbus Middle,Active,Christopher Columbus Middle School (LAUSD),Christopher Columbus Middle School,True,22250 Elkwood St,22250 Elkwood St.,Canoga Park,Canoga Park, 95.0,False
413,LAUSD,LAUSD,Christopher Columbus MS Medical/Math/Science Magnet,Christopher Columbus Middle,Active,Christopher Columbus MS Medical/Math/Science Magnet (LAUSD),Christopher Columbus MS Medical/Math/Science Magnet,True,22250 Elkwood St,22250 Elkwood St.,Canoga Park,Canoga Park, 87.84946236559139,False
414,LAUSD,LAUSD,Christopher Dena Elementary,Christopher Dena Elementary,Active,Christopher Dena Elementary (LAUSD),Christopher Dena Elementary,True,1314 Dacotah St,1314 Dacotah St.,Los Angeles,Los Angeles, 100.0,False
415,LAUSD,LAUSD,Cienega Elementary,Cienega Elementary,Active,Cienega Elementary (LAUSD),Cienega Elementary,True,2611 S Orange Dr,2611 South Orange Dr.,Los Angeles,Los Angeles, 95.34883720930233,False
416,LAUSD,LAUSD,Cienega Elementary DL Two-Way Im Spanish,Cienega Elementary,Active,Cienega Elementary DL Two-Way Im Spanish (LAUSD),Cienega Elementary DL Two-Way Im Spanish,True,2611 S Orange Dr,2611 South Orange Dr.,Los Angeles,Los Angeles, 88.21428571428571,False
417,LAUSD,LAUSD,Cimarron Avenue Elementary,Cimarron Avenue Elementary,Active,Cimarron Avenue Elementary (LAUSD),Cimarron Avenue Elementary,True,11559 Cimarron Ave,11559 Cimarron Ave.,Hawthorne,Hawthorne, 100.0,False
418,LAUSD,LAUSD,Cimarron Avenue Elementary STEAM Magnet,Cimarron Avenue Elementary,Active,Cimarron Avenue Elementary STEAM Magnet (LAUSD),Cimarron Avenue Elementary STEAM Magnet,True,11559 Cimarron Ave,11559 Cimarron Ave.,Hawthorne,Hawthorne, 95.0,False
419,LAUSD,LAUSD,City of Angels Independent Studies,City of Angels,Active,City of Angels Independent Studies (LAUSD),City of Angels Independent Studies,True,221 S Eastman Ave,221 South Eastman Ave.,Los Angeles,Los Angeles, 87.6923076923077,False
420,LAUSD,LAUSD,City of Angels Virtual Academy,City of Angels,Active,City of Angels Virtual Academy (LAUSD),City of Angels Virtual Academy,True,221 S Eastman Ave,221 South Eastman Ave.,Los Angeles,Los Angeles, 87.6923076923077,False
421,LAUSD,LAUSD,City Terrace Elementary,City Terrace Elementary,Active,City Terrace Elementary (LAUSD),City Terrace Elementary,True,4350 City Terrace Dr,4350 City Terrace Dr.,Los Angeles,Los Angeles, 100.0,False
422,LAUSD,LAUSD,City Terrace Elementary DL Two-Way Im Mandarin,City Terrace Elementary,Active,City Terrace Elementary DL Two-Way Im Mandarin (LAUSD),City Terrace Elementary DL Two-Way Im Mandarin,True,4350 City Terrace Dr,4350 City Terrace Dr.,Los Angeles,Los Angeles, 95.0,False
423,LAUSD,LAUSD,Clifford Street Math & Technology Magnet,Clifford Street Elementary Math & Technology Magnet,Active,Clifford Street Math & Technology Magnet (LAUSD),Clifford Street Math & Technology Magnet,True,2150 Duane St,2150 Duane St.,Los Angeles,Los Angeles, 95.0,False
424,LAUSD,LAUSD,Clover Avenue Elementary,Clover Avenue Elementary,Active,Clover Avenue Elementary (LAUSD),Clover Avenue Elementary,True,11020 Clover Ave,11020 Clover Ave.,Los Angeles,Los Angeles, 100.0,False
425,LAUSD,LAUSD,Coeur D Alene Avenue Elementary,Coeur D'Alene Avenue Elementary,Active,Coeur D Alene Avenue Elementary (LAUSD),Coeur D Alene Avenue Elementary,True,810 Coeur D Alene Ave,810 Coeur D'Alene Ave.,Venice,Venice, 100.0,False
426,LAUSD,LAUSD,Cohasset Street Elementary,Cohasset Street Elementary,Active,Cohasset Street Elementary (LAUSD),Cohasset Street Elementary,True,15810 Saticoy St,15810 Saticoy St.,Lake Balboa,Lake Balboa, 100.0,False
427,LAUSD,LAUSD,Cohasset Street Elementary DL One-Way Im Spanish,Cohasset Street Elementary,Active,Cohasset Street Elementary DL One-Way Im Spanish (LAUSD),Cohasset Street Elementary DL One-Way Im Spanish,True,15810 Saticoy St,15810 Saticoy St.,Lake Balboa,Lake Balboa, 95.0,False
428,LAUSD,,Coldwater Canyon DL Two-Way Im Spanish,,,Coldwater Canyon DL Two-Way Im Spanish (LAUSD),Coldwater Canyon DL Two-Way Im Spanish,True,6850 Coldwater Canyon Av,,North Hollywood,,,False
429,LAUSD,LAUSD,Coldwater Canyon Elementary,Coldwater Canyon Elementary,Active,Coldwater Canyon Elementary (LAUSD),Coldwater Canyon Elementary,True,6850 Coldwater Canyon Ave,6850 Coldwater Canyon Ave.,North Hollywood,North Hollywood, 100.0,False
430,LAUSD,,Colfax Charter Elementary,,,Colfax Charter Elementary (LAUSD),Colfax Charter Elementary,True,11724 Addison St,,North Hollywood,,,False
431,LAUSD,LAUSD,Coliseum Street Elementary,Coliseum Street Elementary,Active,Coliseum Street Elementary (LAUSD),Coliseum Street Elementary,True,4400 Coliseum St,4400 Coliseum St.,Los Angeles,Los Angeles, 100.0,False
432,LAUSD,LAUSD,Columbus Avenue Elementary,Columbus Avenue,Active,Columbus Avenue Elementary (LAUSD),Columbus Avenue Elementary,True,6700 Columbus Ave,6700 Columbus Ave.,Van Nuys,Van Nuys, 95.0,False
433,LAUSD,,Columbus Middle School Media Arts/Comm Magnet,,,Columbus Middle School Media Arts/Comm Magnet (LAUSD),Columbus Middle School Media Arts/Comm Magnet,True,22250 Elkwood St,,Canoga Park,,,False
434,LAUSD,LAUSD,Commonwealth Avenue Elementary,Commonwealth Avenue Elementary,Active,Commonwealth Avenue Elementary (LAUSD),Commonwealth Avenue Elementary,True,215 S Commonwealth Ave,215 South Commonwealth Ave.,Los Angeles,Los Angeles, 96.72131147540983,False
435,LAUSD,LAUSD,Commonwealth Avenue Elementary Gifted Arts/Tech Magnet,Commonwealth Avenue Elementary,Active,Commonwealth Avenue Elementary Gifted Arts/Tech Magnet (LAUSD),Commonwealth Avenue Elementary Gifted Arts/Tech Magnet,True,215 S Commonwealth Ave,215 South Commonwealth Ave.,Los Angeles,Los Angeles, 88.93617021276596,False
436,LAUSD,LAUSD,Community Elementary Magnet Charter School,Community Magnet Charter Elementary,Active,Community Elementary Magnet Charter School (LAUSD),Community Elementary Magnet Charter School,True,11301 Bellagio Rd,11301 Bellagio Rd.,Los Angeles,Los Angeles, 95.0,False
437,LAUSD,LAUSD,Compton Avenue Elementary,Compton Avenue Elementary,Active,Compton Avenue Elementary (LAUSD),Compton Avenue Elementary,True,1515 E 104th St,1515 East 104th St.,Los Angeles,Los Angeles, 96.90721649484536,False
438,LAUSD,LAUSD,Corona Avenue Elementary,Corona Avenue Elementary,Active,Corona Avenue Elementary (LAUSD),Corona Avenue Elementary,True,3825 Bell Ave,3825 Bell Ave.,Bell,Bell, 100.0,False
439,LAUSD,LAUSD,Cowan Avenue Elementary,Cowan Avenue Elementary,Active,Cowan Avenue Elementary (LAUSD),Cowan Avenue Elementary,True,7615 Cowan Ave,7615 Cowan Ave.,Los Angeles,Los Angeles, 100.0,False
440,LAUSD,,Cowan Avenue Elementary DL World Lang Im Spanish,,,Cowan Avenue Elementary DL World Lang Im Spanish (LAUSD),Cowan Avenue Elementary DL World Lang Im Spanish,True,7615 Cowan Ave,,Los Angeles,,,False
441,LAUSD,,Cowan Avenue Elementary Gifted Int Humanities Magnet,,,Cowan Avenue Elementary Gifted Int Humanities Magnet (LAUSD),Cowan Avenue Elementary Gifted Int Humanities Magnet,True,7615 Cowan Ave,,Los Angeles,,,False
442,LAUSD,LAUSD,Crenshaw Magnets: Science Tech Engineer Math & Medicine,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Active,Crenshaw Magnets: Science Tech Engineer Math & Medicine (LAUSD),Crenshaw Magnets: Science Tech Engineer Math & Medicine,True,5010 11th Ave,5010 11th Ave.,Los Angeles,Los Angeles, 86.47435897435896,False
443,LAUSD,LAUSD,Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag,Crescent Heights Boulevard Elementary,Active,Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag (LAUSD),Crescent Heights Boulevard Elementary Lang Arts/Soc Jstc Mag,True,1661 S Crescent Hts Blvd,1661 South Crescent Heights,Los Angeles,Los Angeles, 89.41176470588236,False
444,LAUSD,LAUSD,Crestwood Street Elementary STEAM Magnet,Crestwood Street STEAM Magnet,Active,Crestwood Street Elementary STEAM Magnet (LAUSD),Crestwood Street Elementary STEAM Magnet,True,1946 W Crestwood St,1946 West Crestwood St.,Rancho Palos Verdes,Rancho Palos Verdes, 89.78021978021978,False
445,LAUSD,,CTC - West,,,CTC - West (LAUSD),CTC - West,True,7850 Melrose Ave,,Los Angeles,,,False
446,LAUSD,LAUSD,Dahlia Heights Elementary,Dahlia Heights Elementary,Active,Dahlia Heights Elementary (LAUSD),Dahlia Heights Elementary,True,5063 Floristan Ave,5063 Floristan Ave.,Los Angeles,Los Angeles, 100.0,False
447,LAUSD,LAUSD,Dan M Isaacs Avalon High School,Dan M. Issacs Avalon High,Active,Dan M Isaacs Avalon High School (LAUSD),Dan M Isaacs Avalon High School,True,1425 N Avalon Blvd,1425 North Avalon Blvd.,Wilmington,Wilmington, 88.07339449541286,False
448,LAUSD,LAUSD,Daniel Pearl Senior High Journalism & Communications Magnet,Daniel Pearl Journalism & Communications Magnet,Active,Daniel Pearl Senior High Journalism & Communications Magnet (LAUSD),Daniel Pearl Senior High Journalism & Communications Magnet,True,6649 Balboa Blvd,6649 Balboa Blvd.,Lake Balboa,Lake Balboa, 95.0,False
449,LAUSD,LAUSD,Daniel Webster Middle School,Daniel Webster Middle,Active,Daniel Webster Middle School (LAUSD),Daniel Webster Middle School,True,11330 W Graham Pl,11330 West Graham Pl.,Los Angeles,Los Angeles, 90.0,False
450,LAUSD,LAUSD,Daniel Webster Middle School STEAM Magnet,Daniel Webster Middle,Active,Daniel Webster Middle School STEAM Magnet (LAUSD),Daniel Webster Middle School STEAM Magnet,True,11330 W Graham Pl,11330 West Graham Pl.,Los Angeles,Los Angeles, 89.78021978021978,False
451,LAUSD,LAUSD,Danny J Bakewell Sr Primary Center,"Danny J. Bakewell, Sr., Primary Center",Active,Danny J Bakewell Sr Primary Center (LAUSD),Danny J Bakewell Sr Primary Center,True,8621 S Baring Cross St,8621 South Baring Cross St.,Los Angeles,Los Angeles, 95.45454545454545,False
452,LAUSD,LAUSD,Danube Avenue Elementary,Danube Avenue Elementary,Active,Danube Avenue Elementary (LAUSD),Danube Avenue Elementary,True,11220 Danube Ave,11220 Danube Ave.,Granada Hills,Granada Hills, 100.0,False
453,LAUSD,LAUSD,Darby Avenue Elementary,Darby Avenue Elementary,Active,Darby Avenue Elementary (LAUSD),Darby Avenue Elementary,True,10818 Darby Ave,10818 Darby Ave.,Porter Ranch,Northridge, 100.0,False
454,LAUSD,LAUSD,David Starr Jordan Senior High,Jordan High,Active,David Starr Jordan Senior High (LAUSD),David Starr Jordan Senior High,True,2265 E 103rd St,2265 East 103rd St.,Los Angeles,Los Angeles, 87.91044776119402,False
455,LAUSD,LAUSD,Dayton Heights Elementary,Dayton Heights Elementary,Active,Dayton Heights Elementary (LAUSD),Dayton Heights Elementary,True,607 N Westmoreland Ave,607 North Westmoreland Ave.,Los Angeles,Los Angeles, 96.42857142857143,False
456,LAUSD,LAUSD,Dayton Heights Elementary Urban Env Science Magnet,Dayton Heights Elementary,Active,Dayton Heights Elementary Urban Env Science Magnet (LAUSD),Dayton Heights Elementary Urban Env Science Magnet,True,607 N Westmoreland Ave,607 North Westmoreland Ave.,Los Angeles,Los Angeles, 89.81818181818181,False
457,LAUSD,LAUSD,Dearborn Elementary Charter Academy,Dearborn Elementary Charter Academy,Active,Dearborn Elementary Charter Academy (LAUSD),Dearborn Elementary Charter Academy,True,9240 Wish Ave,9240 Wish Ave.,Northridge,Northridge, 100.0,False
458,LAUSD,LAUSD,Del Amo Elementary,Del Amo Elementary,Active,Del Amo Elementary (LAUSD),Del Amo Elementary,True,21228 Water St,21228 Water St.,Carson,Carson, 100.0,False
459,LAUSD,LAUSD,Delevan Drive Elementary,Delevan Drive Elementary,Active,Delevan Drive Elementary (LAUSD),Delevan Drive Elementary,True,4168 W Avenue 42,4168 West Avenue 42,Los Angeles,Los Angeles, 96.90721649484536,False
460,LAUSD,LAUSD,Denker Avenue Elementary,Denker Avenue Elementary,Active,Denker Avenue Elementary (LAUSD),Denker Avenue Elementary,True,1620 W 162nd St,1620 West 162nd St.,Gardena,Gardena, 96.84210526315789,False
461,LAUSD,LAUSD,Denker Avenue Elementary DL Two-Way Im Korean,Denker Avenue Elementary,Active,Denker Avenue Elementary DL Two-Way Im Korean (LAUSD),Denker Avenue Elementary DL Two-Way Im Korean,True,1620 W 162nd St,1620 West 162nd St.,Gardena,Gardena, 89.89247311827957,False
462,LAUSD,LAUSD,Diane S Leichman Career Preparatory and Transition Center,Diane S. Leichman Career Preparatory and Transition Center,Active,Diane S Leichman Career Preparatory and Transition Center (LAUSD),Diane S Leichman Career Preparatory and Transition Center,True,19034 Gault St,19034 Gault St.,Reseda,Reseda, 100.0,False
463,LAUSD,LAUSD,Diego Rivera Learning Complex Communication & Technology,Communication and Technology at Diego Rivera Learning Complex,Active,Diego Rivera Learning Complex Communication & Technology (LAUSD),Diego Rivera Learning Complex Communication & Technology,True,6100 S Central Ave,6100 South Central Ave.,Los Angeles,Los Angeles, 93.78205128205127,False
464,LAUSD,LAUSD,Diego Rivera Learning Complex Green Design STEAM Academy,Diego Rivera Learning Complex Green Design STEAM Academy,Active,Diego Rivera Learning Complex Green Design STEAM Academy (LAUSD),Diego Rivera Learning Complex Green Design STEAM Academy,True,6100 S Central Ave,6100 South Central Ave.,Los Angeles,Los Angeles, 97.59036144578313,False
465,LAUSD,LAUSD,Diego Rivera Learning Complex Performing Arts,Performing Arts Community at Diego Rivera Learning Complex,Active,Diego Rivera Learning Complex Performing Arts (LAUSD),Diego Rivera Learning Complex Performing Arts,True,6100 S Central Ave,6100 South Central Ave.,Los Angeles,Los Angeles, 93.6231884057971,False
466,LAUSD,LAUSD,Diego Rivera Learning Complex Public Service Community,Public Service Community at Diego Rivera Learning Complex,Active,Diego Rivera Learning Complex Public Service Community (LAUSD),Diego Rivera Learning Complex Public Service Community,True,6100 S Central Ave,6100 South Central Ave.,Los Angeles,Los Angeles, 93.78205128205127,False
467,LAUSD,LAUSD,Dixie Canyon Community Charter,Dixie Canyon Community Charter,Active,Dixie Canyon Community Charter (LAUSD),Dixie Canyon Community Charter,True,4220 Dixie Canyon Ave,4220 Dixie Canyon Ave.,Sherman Oaks,Sherman Oaks, 100.0,False
468,LAUSD,LAUSD,Dolores Huerta Elementary School,Dolores Huerta Elementary,Active,Dolores Huerta Elementary School (LAUSD),Dolores Huerta Elementary School,True,260 E 31st St,260 East 31st St.,Los Angeles,Los Angeles, 90.0,False
469,LAUSD,LAUSD,Dolores Street Elementary,Dolores Street Elementary,Active,Dolores Street Elementary (LAUSD),Dolores Street Elementary,True,22526 Dolores St,22526 Dolores St.,Carson,Carson, 100.0,False
470,LAUSD,LAUSD,Dominguez Elementary,Dominguez Elementary,Active,Dominguez Elementary (LAUSD),Dominguez Elementary,True,21250 Santa Fe Ave,21250 Santa Fe Ave.,Carson,Carson, 100.0,False
471,LAUSD,LAUSD,Dominguez Elementary DL Two-Way Im Spanish,Dominguez Elementary,Active,Dominguez Elementary DL Two-Way Im Spanish (LAUSD),Dominguez Elementary DL Two-Way Im Spanish,True,21250 Santa Fe Ave,21250 Santa Fe Ave.,Carson,Carson, 95.0,False
472,LAUSD,LAUSD,Dorothy V Johnson Community Day School,Dorothy V. Johnson Community Day,Active,Dorothy V Johnson Community Day School (LAUSD),Dorothy V Johnson Community Day School,True,10601 S Grandee Ave,10601 South Grandee Ave.,Los Angeles,Los Angeles, 91.2,False
473,LAUSD,LAUSD,Dorris Place Elementary,Dorris Place Elementary,Active,Dorris Place Elementary (LAUSD),Dorris Place Elementary,True,2225 Dorris Pl,2225 Dorris Pl.,Los Angeles,Los Angeles, 100.0,False
474,LAUSD,LAUSD,Downtown Business Magnet,Downtown Business High,Active,Downtown Business Magnet (LAUSD),Downtown Business Magnet,True,1081 W Temple St,1081 West Temple St.,Los Angeles,Los Angeles, 88.42105263157895,False
475,LAUSD,,Downtown Computer Sci/Digital Media Arts/Eng Magnet,,,Downtown Computer Sci/Digital Media Arts/Eng Magnet (LAUSD),Downtown Computer Sci/Digital Media Arts/Eng Magnet,True,1081 W Temple St,,Los Angeles,,,False
476,LAUSD,LAUSD,Dr James Edward Jones Primary Center,Dr. James Edward Jones Primary Center,Active,Dr James Edward Jones Primary Center (LAUSD),Dr James Edward Jones Primary Center,True,1017 W 47th St,1017 West 47th St.,Los Angeles,Los Angeles, 97.43589743589743,False
477,LAUSD,LAUSD,Dr Julian Nava Learning Academy,Dr. Julian Nava Learning Academy,Active,Dr Julian Nava Learning Academy (LAUSD),Dr Julian Nava Learning Academy,True,1420 E Adams Blvd,1420 East Adams Blvd.,Los Angeles,Los Angeles, 97.34513274336283,False
478,LAUSD,LAUSD,Dr Lawrence H Moore Math Science Technology Academy,"Dr. Lawrence H. Moore Math, Science, Technology Academy",Active,Dr Lawrence H Moore Math Science Technology Academy (LAUSD),Dr Lawrence H Moore Math Science Technology Academy,True,1321 E 61st St,1321 East 61st St.,Los Angeles,Los Angeles, 96.64429530201343,False
479,LAUSD,LAUSD,Dr Maya Angelou Community Senior High,Dr. Maya Angelou Community High,Active,Dr Maya Angelou Community Senior High (LAUSD),Dr Maya Angelou Community Senior High,True,300 E 53rd St,300 East 53rd St.,Los Angeles,Los Angeles, 90.9090909090909,False
480,LAUSD,LAUSD,Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish,Dr. Owen Lloyd Knox Elementary,Active,Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish (LAUSD),Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish,True,8919 S Main St,8919 South Main St.,Los Angeles,Los Angeles, 89.41176470588236,False
481,LAUSD,LAUSD,Dr Owen Lloyd Knox Elementary School,Dr. Owen Lloyd Knox Elementary,Active,Dr Owen Lloyd Knox Elementary School (LAUSD),Dr Owen Lloyd Knox Elementary School,True,8919 S Main St,8919 South Main St.,Los Angeles,Los Angeles, 90.09009009009009,False
482,LAUSD,LAUSD,Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet,Dr. Owen Lloyd Knox Elementary,Active,Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet (LAUSD),Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet,True,8919 S Main St,8919 South Main St.,Los Angeles,Los Angeles, 89.41176470588236,False
483,LAUSD,LAUSD,Dr Richard A Vladovic Harbor Teacher Preparation Academy,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Active,Dr Richard A Vladovic Harbor Teacher Preparation Academy (LAUSD),Dr Richard A Vladovic Harbor Teacher Preparation Academy,True,1111 Figueroa Pl,1111 Figueroa Pl.,Wilmington,Wilmington, 100.0,False
484,LAUSD,LAUSD,Dr Sammy Lee Elementary Medical and Health Science Magnet,Dr. Sammy Lee Medical and Health Science Magnet Elementary,Active,Dr Sammy Lee Elementary Medical and Health Science Magnet (LAUSD),Dr Sammy Lee Elementary Medical and Health Science Magnet,True,3600 Council St,3600 Council St.,Los Angeles,Los Angeles, 95.0,False
485,LAUSD,LAUSD,Dr Theodore T Alexander Jr Science Center School,Dr. Theodore T. Alexander Jr. Science Center,Active,Dr Theodore T Alexander Jr Science Center School (LAUSD),Dr Theodore T Alexander Jr Science Center School,True,3737 S Figueroa St,3737 South Figueroa St.,Los Angeles,Los Angeles, 92.3076923076923,False
486,LAUSD,,Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish,,,Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish (LAUSD),Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish,True,3737 S Figueroa St,,Los Angeles,,,False
487,LAUSD,LAUSD,Duke Ellington Continuation High,Ellington (Duke) High (Continuation),Active,Duke Ellington Continuation High (LAUSD),Duke Ellington Continuation High,True,1541 W 110th St,1541 West 110th St.,Los Angeles,Los Angeles, 93.2075471698113,False
488,LAUSD,LAUSD,Dyer Street Elementary,Dyer Street Elementary,Active,Dyer Street Elementary (LAUSD),Dyer Street Elementary,True,14500 Dyer St,14500 Dyer St.,Sylmar,Sylmar, 100.0,False
489,LAUSD,LAUSD,Eagle Rock Elementary,Eagle Rock Elementary,Active,Eagle Rock Elementary (LAUSD),Eagle Rock Elementary,True,2057 Fair Park Ave,2057 Fair Park Ave.,Los Angeles,Los Angeles, 100.0,False
490,LAUSD,LAUSD,Eagle Rock Elementary Gifted Magnet,Eagle Rock Elementary,Active,Eagle Rock Elementary Gifted Magnet (LAUSD),Eagle Rock Elementary Gifted Magnet,True,2057 Fair Park Ave,2057 Fair Park Ave.,Los Angeles,Los Angeles, 95.0,False
491,LAUSD,LAUSD,Eagle Rock Elementary Highly Gifted Magnet,Eagle Rock Elementary,Active,Eagle Rock Elementary Highly Gifted Magnet (LAUSD),Eagle Rock Elementary Highly Gifted Magnet,True,2057 Fair Park Ave,2057 Fair Park Ave.,Los Angeles,Los Angeles, 95.0,False
492,LAUSD,LAUSD,Eagle Rock High School,Eagle Rock High,Active,Eagle Rock High School (LAUSD),Eagle Rock High School,True,1750 Yosemite Dr,1750 Yosemite Dr.,Los Angeles,Los Angeles, 95.0,False
493,LAUSD,,Eagle Rock High School Gifted Magnet,,,Eagle Rock High School Gifted Magnet (LAUSD),Eagle Rock High School Gifted Magnet,True,1750 Yosemite Dr,,Los Angeles,,,False
494,LAUSD,LAUSD,Eagle Tree Continuation High,Eagle Tree Continuation,Active,Eagle Tree Continuation High (LAUSD),Eagle Tree Continuation High,True,22628 S Main St,22628 South Main St.,Carson,Carson, 90.9090909090909,False
495,LAUSD,LAUSD,Early College Academy - LA Trade Tech College,Early College Academy-LA Trade Tech College,Active,Early College Academy - LA Trade Tech College (LAUSD),Early College Academy - LA Trade Tech College,True,400 W Washington Blvd,400 West Washington Blvd.,Los Angeles,Los Angeles, 96.5986394557823,False
496,LAUSD,LAUSD,East Valley Senior High,East Valley Senior High,Active,East Valley Senior High (LAUSD),East Valley Senior High,True,5525 Vineland Ave,5525 Vineland Ave.,North Hollywood,North Hollywood, 100.0,False
497,LAUSD,LAUSD,Eastman Avenue Elementary,Eastman Avenue Elementary,Active,Eastman Avenue Elementary (LAUSD),Eastman Avenue Elementary,True,4112 E Olympic Blvd,4112 East Olympic Blvd.,Los Angeles,Los Angeles, 97.14285714285714,False
498,LAUSD,LAUSD,Eastman Avenue Elementary DL One & Two-Way Im Spanish,Eastman Avenue Elementary,Active,Eastman Avenue Elementary DL One & Two-Way Im Spanish (LAUSD),Eastman Avenue Elementary DL One & Two-Way Im Spanish,True,4112 E Olympic Blvd,4112 East Olympic Blvd.,Los Angeles,Los Angeles, 90.3883495145631,False
499,LAUSD,,Edward R Roybal LC Innov Cine Arts/Music Prod Magnet,,,Edward R Roybal LC Innov Cine Arts/Music Prod Magnet (LAUSD),Edward R Roybal LC Innov Cine Arts/Music Prod Magnet,True,1200 W Colton St,,Los Angeles,,,False
500,LAUSD,LAUSD,Edward R Roybal Learning Center,Edward R. Roybal Learning Center,Active,Edward R Roybal Learning Center (LAUSD),Edward R Roybal Learning Center,True,1200 W Colton St,1200 West Colton St.,Los Angeles,Los Angeles, 97.2972972972973,False
501,LAUSD,LAUSD,Edwin Markham Middle School,Edwin Markham Middle,Active,Edwin Markham Middle School (LAUSD),Edwin Markham Middle School,True,1650 E 104th St,1650 East 104th St.,Los Angeles,Los Angeles, 89.41176470588236,False
502,LAUSD,,Edwin Markham Middle School Health Careers Magnet,,,Edwin Markham Middle School Health Careers Magnet (LAUSD),Edwin Markham Middle School Health Careers Magnet,True,1650 E 104th St,,Los Angeles,,,False
503,LAUSD,,Edwin Markham Middle School Visual/Performing Arts Magnet,,,Edwin Markham Middle School Visual/Performing Arts Magnet (LAUSD),Edwin Markham Middle School Visual/Performing Arts Magnet,True,1650 E 104th St,,Los Angeles,,,False
504,LAUSD,LAUSD,El Dorado Avenue Elementary,El Dorado Avenue Elementary,Active,El Dorado Avenue Elementary (LAUSD),El Dorado Avenue Elementary,True,12749 El Dorado Ave,12749 El Dorado Ave.,Sylmar,Sylmar, 100.0,False
505,LAUSD,LAUSD,El Oro Way Charter for Enriched Studies,El Oro Way Charter For Enriched Studies,Active,El Oro Way Charter for Enriched Studies (LAUSD),El Oro Way Charter for Enriched Studies,True,12230 El Oro Way,12230 El Oro Way,Granada Hills,Granada Hills, 100.0,False
506,LAUSD,LAUSD,El Sereno Elementary,El Sereno Elementary,Active,El Sereno Elementary (LAUSD),El Sereno Elementary,True,3838 Rosemead Ave,3838 Rosemead Ave.,Los Angeles,Los Angeles, 100.0,False
507,LAUSD,LAUSD,El Sereno Middle School,El Sereno Middle,Active,El Sereno Middle School (LAUSD),El Sereno Middle School,True,2839 N Eastern Ave,2839 North Eastern Ave.,Los Angeles,Los Angeles, 88.21428571428571,False
508,LAUSD,,El Sereno Middle School Env Sci/Humanitarian Magnet,,,El Sereno Middle School Env Sci/Humanitarian Magnet (LAUSD),El Sereno Middle School Env Sci/Humanitarian Magnet,True,2839 N Eastern Ave,,Los Angeles,,,False
