,district_x,name,address_x,city,original_name_x,Match,simple_name,district_y,status,address_y,Score,,,
1633,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,Lafayette Elementary,Active,950 Moraga Rd.,100,,,
1634,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,Fresno Unified,Closed,1606 Princeton Ave.,100,,,
1635,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,Eureka City Elementary,Merged,3100 Park St.,100,,,
1636,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,Eureka City Schools,Active,3100 Park St.,100,,,
1637,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,Long Beach Unified,Active,2445 Chestnut Ave.,100,,,
1638,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,San Diego Unified,Active,6125 Printwood Way,100,,,
1639,Long Beach,lafayette-elementary,2445 Chestnut Ave.,Long Beach,Lafayette Elementary,"[('lafayette elementary', 100.0, 'lafayette-elementary')]",lafayette-elementary,San Francisco Unified,Active,4545 Anza St.,100,,,
1640,Long Beach,lakewood-high-school,4400 Briercrest,Lakewood,Lakewood High School,"[('lakewood high', 90.0, 'lakewood-high')]",lakewood-high,,,,90,,,
1641,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Newark Unified,Active,36111 Bettencourt St.,100,,,
1642,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Oakland Unified,Active,225 11th St.,100,,,
1643,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Alpine County Unified,Closed,Woodfords,100,,,
1644,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,West Contra Costa Unified,Active,29 Sixth St.,100,,,
1645,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Clovis Unified,Active,774 East Alluvial Ave.,100,,,
1646,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Fresno Unified,Active,1100 Mono St.,100,,,
1647,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Kings Canyon Joint Unified,Active,374 East North Ave.,100,,,
1648,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Kingsburg Elementary Charter,Active,1900 Mariposa St.,100,,,
1649,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Sanger Unified,Active,1700 14th St.,100,,,
1650,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Eureka City Elementary,Merged,216 W. Harris St.,100,,,
1651,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Eureka City Schools,Closed,216 West Harris St.,100,,,
1652,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,El Centro Elementary,Active,200 North Twelfth St.,100,,,
1653,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Bakersfield City,Closed,815 Eureka St.,100,,,
1654,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Hanford Elementary,Active,832 South Harris St.,100,,,
1655,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Bellflower Unified,Closed,9553 E. Beach St.,100,,,
1656,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Burbank Unified,Closed,330 N. Buena Vista St.,100,,,
1657,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Compton Unified,Closed,704 S. Tamarind Ave.,100,,,
1658,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Compton Unified,Closed,1667 East 118th St.,100,,,
1659,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Lancaster Elementary,Active,"44021 15th St., East",100,,,
1660,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Long Beach Unified,Active,1175 East 11th St.,100,,,
1661,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Lynwood Unified,Active,11031 State St.,100,,,
1662,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Pasadena Unified,Closed,143 W. Peoria St.,100,,,
1663,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Pomona Unified,Active,1200 North Gordon St.,100,,,
1664,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Redondo Beach City Elementary,Merged,2223 Plant Ave.,100,,,
1665,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Redondo Beach Unified,Active,2223 Plant Ave.,100,,,
1666,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Torrance Unified,Active,2418 West 166th St.,100,,,
1667,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Madera Unified,Active,650 Liberty Ln.,100,,,
1668,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Salinas City Elementary,Active,705 California St.,100,,,
1669,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Napa Valley Unified,Closed,920 Yount St.,100,,,
1670,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Ontario-Montclair,Active,440 North Allyn Ave.,100,,,
1671,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Ontario-Montclair,Closed,440 North Allyn,100,,,
1672,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,San Bernardino City Unified,Active,255 West 13th St.,100,,,
1673,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Escondido Union,Active,1029 North Broadway,100,,,
1674,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Lincoln Unified,Active,6910 N. Gettysburg Pl.,100,,,
1675,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Lodi Unified,Closed,815 W. Lockeford,100,,,
1676,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Manteca Unified,Active,750 East Yosemite Ave.,100,,,
1677,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Burlingame Elementary,Active,1801 Devereux Dr.,100,,,
1678,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Redwood City Elementary,Closed,Whipple and Oakdale Ave.,100,,,
1679,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Santa Barbara Elementary,Closed,119 E. Cota St.,100,,,
1680,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Vallejo City Unified,Active,620 Carolina St.,100,,,
1681,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Yuba City Unified,Active,1582 Lincoln Rd.,100,,,
1682,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Dinuba Elementary,Merged,850 N. Eaton Ave.,100,,,
1683,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Dinuba Unified,Active,850 North Eaton Ave.,100,,,
1684,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Exeter Unified,Active,333 South D St.,100,,,
1685,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Lindsay Unified,Active,851 North Stanford Ave.,100,,,
1686,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Tulare City,Active,909 East Cedar Ave.,100,,,
1687,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Simi Valley Unified,Closed,1220 Fourth St.,100,,,
1688,Long Beach,lincoln-elementary,1175 E. 11th St.,Long Beach,Lincoln Elementary,"[('lincoln elementary', 100.0, 'lincoln-elementary')]",lincoln-elementary,Ventura Unified,Active,1107 East Santa Clara St.,100,,,
1689,Long Beach,lindbergh-middle,1022 E. Market St.,Long Beach,Lindbergh Middle,[],,,,,,,,
1690,Long Beach,lindsey-middle,5075 Daisy Ave.,Long Beach,Lindsey Middle,[],,,,,,,,
1691,Long Beach,long-beach-school-for-adults,3701 E. Willow St.,Long Beach,Long Beach School for Adults,"[('long beach school for adults', 100.0, 'long-beach-school-for-adults')]",long-beach-school-for-adults,Long Beach Unified,Active,3701 East Willow St.,100,,,
1692,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Alameda Unified,Closed,500 Pacific Ave.,100,,,
1693,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Oakland Unified,Closed,3877 Lusk St.,100,,,
1694,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Bakersfield City,Active,1900 Stockton St.,100,,,
1695,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Compton Unified,Active,1101 South Dwight St.,100,,,
1696,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Long Beach Unified,Active,3800 Olive Ave.,100,,,
1697,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Whittier City Elementary,Active,6005 South Magnolia Ave.,100,,,
1698,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,Riverside Unified,Active,3610 Eucalyptus Ave.,100,,,
1699,Long Beach,longfellow-elementary,3800 Olive Ave.,Long Beach,Longfellow Elementary,"[('longfellow elementary', 100.0, 'longfellow-elementary')]",longfellow-elementary,San Francisco Unified,Active,755 Morse St.,100,,,
1700,Long Beach,los-cerritos-elementary,515 W. San Antonio Dr.,Long Beach,Los Cerritos Elementary,"[('los cerritos elementary', 100.0, 'los-cerritos-elementary')]",los-cerritos-elementary,Long Beach Unified,Active,515 West San Antonio Dr.,100,,,
1701,Long Beach,los-cerritos-elementary,515 W. San Antonio Dr.,Long Beach,Los Cerritos Elementary,"[('los cerritos elementary', 100.0, 'los-cerritos-elementary')]",los-cerritos-elementary,Tustin Unified,Closed,19061 Foothill Blvd.,100,,,
1702,Long Beach,los-cerritos-elementary,515 W. San Antonio Dr.,Long Beach,Los Cerritos Elementary,"[('los cerritos elementary', 100.0, 'los-cerritos-elementary')]",los-cerritos-elementary,South San Francisco Unified,Active,210 West Orange Ave.,100,,,
1703,Long Beach,lowell-elementary,5201 E. Broadway,Long Beach,Lowell Elementary,"[('lowell elementary', 100.0, 'lowell-elementary')]",lowell-elementary,Fresno Unified,Active,171 North Poplar Ave.,100,,,
1704,Long Beach,lowell-elementary,5201 E. Broadway,Long Beach,Lowell Elementary,"[('lowell elementary', 100.0, 'lowell-elementary')]",lowell-elementary,Long Beach Unified,Active,5201 East Broadway,100,,,
1705,Long Beach,lowell-elementary,5201 E. Broadway,Long Beach,Lowell Elementary,"[('lowell elementary', 100.0, 'lowell-elementary')]",lowell-elementary,Santa Ana Unified,Active,700 South Flower St.,100,,,
1706,Long Beach,lowell-elementary,5201 E. Broadway,Long Beach,Lowell Elementary,"[('lowell elementary', 100.0, 'lowell-elementary')]",lowell-elementary,San Jose Unified,Active,625 South Seventh St.,100,,,
1707,Long Beach,macarthur-elementary,6011 Centralia,Lakewood,MacArthur Elementary,"[('macarthur elementary', 100.0, 'macarthur-elementary')]",macarthur-elementary,Long Beach Unified,Active,6011 Centralia St.,100,,,
1708,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,San Leandro Unified,Active,14751 Juniper St.,100,,,
1709,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Central Unified,Active,330 South Brawley Ave.,100,,,
1710,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Madison Elementary,Merged,330 S. Brawley Ave.,100,,,
1711,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Sanger Unified,Active,2324 Cherry St.,100,,,
1712,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Long Beach Unified,Active,2801 Bomberry St.,100,,,
1713,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Los Angeles Unified,Active,9820 Madison Ave.,100,,,
1714,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Pasadena Unified,Active,515 Ashtabula St.,100,,,
1715,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Pomona Unified,Active,351 West Phillips Blvd.,100,,,
1716,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Redondo Beach City Elementary,Merged,2200 Mackay Ln.,100,,,
1717,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Redondo Beach Unified,Active,2200 MacKay Ln.,100,,,
1718,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,San Gabriel Elementary,Merged,1340 E. Live Oak,100,,,
1719,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,San Gabriel Unified,Closed,1340 E. Live Oak,100,,,
1720,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Santa Monica-Malibu Unified,Closed,1018 Arizona Ave.,100,,,
1721,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Santa Ana Unified,Active,1124 East Hobart St.,100,,,
1722,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Riverside Unified,Active,3635 Madison St.,100,,,
1723,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Twin Rivers Unified,Active,5241 Harrison St.,100,,,
1724,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,San Francisco Unified,Closed,3950 Sacramento St.,100,,,
1725,Long Beach,madison-elementary,2801 Bomberry,Lakewood,Madison Elementary,"[('madison elementary', 100.0, 'madison-elementary')]",madison-elementary,Stockton Unified,Active,2939 Mission Rd.,100,,,
1726,Long Beach,mann-elementary,257 Coronado Ave.,Long Beach,Mann Elementary,"[('mann elementary', 100.0, 'mann-elementary')]",mann-elementary,Burbank Unified,Closed,3401 Scott Rd.,100,,,
1727,Long Beach,mann-elementary,257 Coronado Ave.,Long Beach,Mann Elementary,"[('mann elementary', 100.0, 'mann-elementary')]",mann-elementary,Long Beach Unified,Active,257 Coronado Ave.,100,,,
1728,Long Beach,marshall-middle,5870 E. Wardlow Rd.,Long Beach,Marshall Middle,"[('marshall middle', 100.0, 'marshall-middle')]",marshall-middle,Pomona Unified,Active,1921 Arroyo Ave.,100,,,
1729,Long Beach,marshall-middle,5870 E. Wardlow Rd.,Long Beach,Marshall Middle,"[('marshall middle', 100.0, 'marshall-middle')]",marshall-middle,San Diego Unified,Active,9700 Avenue of Nations,100,,,
1730,Long Beach,marshall-middle,5870 E. Wardlow Rd.,Long Beach,Marshall Middle,"[('marshall middle', 100.0, 'marshall-middle')]",marshall-middle,Stockton Unified,Closed,1141 Lever Blvd.,100,,,
1731,Long Beach,mcbride-high-school,7025 E. Parkcrest St.,Long Beach,McBride High School,[],,,,,,,,
1732,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,San Leandro Unified,Active,2150 East 14th St.,100,,,
1733,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Gridley Unified,Active,1045 Sycamore St.,100,,,
1734,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Gridley Union Elementary,Merged,1045 Sycamore St.,100,,,
1735,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Central Unified,Active,4444 West McKinley Ave.,100,,,
1736,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,McKinley-Roosevelt Union Eleme,Merged,4444 W. Mckinley Ave.,100,,,
1737,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,El Centro Elementary,Active,1177 North Eighth St.,100,,,
1738,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Bakersfield City,Active,601 Fourth St.,100,,,
1739,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Susanville Elementary,Active,2005 Fourth St.,100,,,
1740,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Compton Unified,Active,14431 Stanford Ave.,100,,,
1741,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Long Beach Unified,Active,6822 Paramount Blvd.,100,,,
1742,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,San Gabriel Elementary,Merged,1425 Manley Dr.,100,,,
1743,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,San Gabriel Unified,Active,1425 Manley Dr.,100,,,
1744,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Santa Monica-Malibu Unified,Active,2401 Santa Monica Blvd.,100,,,
1745,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Redlands Unified,Active,645 West Olive Ave.,100,,,
1746,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,San Diego Unified,Active,3045 Felton St.,100,,,
1747,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,San Francisco Unified,Active,1025 14th St.,100,,,
1748,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Stockton Unified,Active,30 West Ninth St.,100,,,
1749,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Tracy Elementary,Merged,800 W. Carlton Ave.,100,,,
1750,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Tracy Joint Unified,Active,800 West Carlton Way,100,,,
1751,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Burlingame Elementary,Active,701 Paloma Ave.,100,,,
1752,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Santa Barbara Unified,Active,350 Loma Alta Dr.,100,,,
1753,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Franklin-McKinley Elementary,Active,651 Macredes Ave.,100,,,
1754,Long Beach,mckinley-elementary,6822 Paramount Blvd.,Long Beach,McKinley Elementary,"[('mckinley elementary', 100.0, 'mckinley-elementary')]",mckinley-elementary,Petaluma City Elementary,Active,110 Ellis St.,100,,,
1755,Long Beach,millliken-high-school,2800 Snowden Ave.,Long Beach,Millliken High School,[],,,,,,,,
1756,Long Beach,muir-(k-8),3038 Delta Ave.,Long Beach,Muir (K-8),"[('muir k 8', 95.0, 'muir-k-8')]",muir-k-8,,,,95,,,
1757,Long Beach,naples-elementary,5537 The Toledo,Long Beach,Naples Elementary,"[('naples elementary', 100.0, 'naples-elementary')]",naples-elementary,Long Beach Unified,Active,5537 The Toledo,100,,,
1758,Long Beach,nelson-middle,1951 Cherry Ave.,Signal Hill,Nelson Middle,[],,,,,,,,
1759,Long Beach,newcomb-(k-8),3351 Val Verde Ave.,Long Beach,Newcomb (K-8),"[('com', 90.0, 'com')]",com,,,,90,,,
1760,Long Beach,oropeza-elementary,700 Locust Ave.,Long Beach,Oropeza Elementary,"[('jenny oropeza elementary', 95.0, 'jenny-oropeza-elementary')]",jenny-oropeza-elementary,,,,95,,,
1761,Long Beach,paal-academy,1545 Long Beach Blvd.,Long Beach,PAAL Academy,[],,,,,,,,
1762,Long Beach,polytechnic-high-school,1600 Atlantic Ave.,Long Beach,Polytechnic High School,"[('polytechnic high', 95.0, 'polytechnic-high')]",polytechnic-high,,,,95,,,
1763,Long Beach,powell-(k-8),150 Victoria St.,Long Beach,Powell (K-8),[],,,,,,,,
1764,Long Beach,prisk-elementary,2375 Fanwood Ave.,Long Beach,Prisk Elementary,"[('prisk elementary', 100.0, 'prisk-elementary')]",prisk-elementary,Long Beach Unified,Active,2375 Fanwood Ave.,100,,,
